,word,pmi_diff,counts,freq,isalpha,is_common,pred_lang,pred_conf,is_english,wordnet_counts,pmi_diff_bins,skews,wordnet_definitions
38358,usually,0.04305779131504073,23838933,0.00018379540888528893,True,True,english,0.9880372,True,1,"(-0.263, 0.263]",neutral,{'normally.r.01': 'under normal conditions'}
24617,block,-0.24480705367445985,22877436,0.0001763823785178233,True,True,english,0.7822955,True,28,"(-0.263, 0.263]",neutral,"{'block.n.01': 'a solid piece of something (usually having flat rectangular sides)', 'block.n.02': 'a rectangular area in a city surrounded by streets and usually containing several buildings', 'block.n.03': 'a three-dimensional shape with six square or rectangular sides', 'block.n.04': 'a number or quantity of related things dealt with as a unit', 'block.n.05': 'housing in a large building that is divided into separate units', 'block.n.06': '(computer science) a sector or group of sectors that function as the smallest data unit permitted', 'block.n.07': 'an inability to remember or think of something you normally can do; often caused by emotional tension', 'pulley.n.01': 'a simple machine consisting of a wheel with a groove in which a rope can run to change the direction or point of application of a force applied to the rope', 'engine_block.n.01': 'a metal casting containing the cylinders and cooling ducts of an engine', 'blockage.n.02': 'an obstruction in a pipe or tube', 'auction_block.n.01': 'a platform from which an auctioneer sells', 'blocking.n.01': ""the act of obstructing or deflecting someone's movements"", 'barricade.v.01': 'render unsuitable for passage', 'obstruct.v.01': 'hinder or prevent the progress or accomplishment of', 'stop.v.03': 'stop from happening or developing', 'jam.v.04': 'interfere with or prevent the reception of signals', 'block.v.05': 'run on a block system', 'block.v.06': 'interrupt the normal function of by means of anesthesia', 'obstruct.v.03': 'shut out from view or get in the way so as to hide from sight', 'block.v.08': 'stamp or emboss a title or design on a book with a block', 'stuff.v.03': 'obstruct', 'obstruct.v.02': 'block passage through', 'block.v.11': 'support, secure, or raise with a block', 'parry.v.01': 'impede the movement of (an opponent or a ball)', 'forget.v.02': 'be unable to remember', 'block.v.14': 'shape by using a block', 'block.v.15': 'shape into a block or blocks', 'freeze.v.08': 'prohibit the conversion or use of (assets)'}"
24591,eluding,-0.24549248214816477,51112,3.940675926621753e-07,True,True,english,0.8628482,True,4,"(-0.263, 0.263]",neutral,"{'slip.n.15': 'the act of avoiding capture (especially by cunning)', 'elude.v.01': 'escape, either physically or mentally', 'elude.v.02': 'be incomprehensible to; escape understanding by', 'hedge.v.01': 'avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)'}"
33883,intoxicate,-0.05256970313589382,12007,9.257257757659139e-08,True,True,english,0.32767946,False,3,"(-0.263, 0.263]",neutral,"{'elate.v.01': 'fill with high spirits; fill with optimism', 'intoxicate.v.02': 'make drunk (with alcoholic drinks)', 'intoxicate.v.03': 'have an intoxicating effect on, of a drug'}"
37534,spikey,0.02539183833381775,12458,9.604973527518743e-08,True,True,english,0.8948598,True,0,"(-0.263, 0.263]",neutral,{}
46845,reproached,0.25186858506941023,64143,4.945350914879072e-07,True,True,english,0.9396985,True,1,"(-0.263, 0.263]",neutral,{'reproach.v.01': 'express criticism towards'}
31381,leprous,-0.10252430516120548,17364,1.3387442633796393e-07,True,True,english,0.66033536,True,1,"(-0.263, 0.263]",neutral,{'leprous.a.01': 'relating to or resembling or having leprosy'}
28270,durational,-0.16657201595237134,27312,2.1057235269191837e-07,True,True,english,0.79518116,True,0,"(-0.263, 0.263]",neutral,{}
40125,preservative,0.08214837715148815,162967,1.256456671102221e-06,True,True,english,0.8260068,True,2,"(-0.263, 0.263]",neutral,"{'preservative.n.01': 'a chemical compound that is added to protect against decay or decomposition', 'preservative.s.01': 'tending or having the power to preserve'}"
42635,scissor,0.14211988246415563,98722,7.611351714430127e-07,True,True,english,0.1724254,False,1,"(-0.263, 0.263]",neutral,{'scissor.v.01': 'cut with or as if with scissors'}
26164,confidant,-0.2105153982607173,126096,9.721855369449377e-07,True,True,['__label__br'],0.24624,False,1,"(-0.263, 0.263]",neutral,{'confidant.n.01': 'someone to whom private matters are confided'}
