,word,target_word,template,skew,model_votes,dataset
2607,stringing,she,"{pronoun} carefully selects the perfect notes, stringing them together to compose a captivating melody.",female,11,Ours-10
1431,intersected,he,"As a scientist, {pronoun} believed that progress occurred when different fields of study intersected.",male,21,Ours-10
1607,markedly,she,{pronoun} has been markedly successful in {pronoun1} efforts to promote equality.,female,9,Ours-10
1142,grisly,he,"{pronoun} covered {pronoun1} eyes, unwilling to witness the grisly aftermath.",female,14,Ours-10
1172,hadn,he,"{pronoun} hadn't anticipated the challenge, but {pronoun} tackled it with determination.",female,12,Ours-10
61,alphabetical,he,"As an avid crossword solver, {pronoun} quickly solved the puzzle by deciphering the alphabetical clues.",male,14,Ours-10
170,battering,she,"With determination, {pronoun} withstood the battering criticism and pursued {pronoun1} dreams.",neutral,12,Ours-10
1768,ophthalmologists,he,"Despite {pronoun1} young age, {pronoun} {pronoun2}self is already renowned among ophthalmologists.",male,10,Ours-10
398,charities,she,"In {pronoun1} role as a philanthropist, {pronoun} actively donates to charities supporting education.",female,10,Ours-10
567,conversations,she,{pronoun} values conversations that challenge {pronoun1} perspectives and encourage personal growth.,female,12,Ours-10
2363,shoo,he,"With a mischievous grin, {pronoun} pretended to shoo away the imaginary monsters from under {pronoun1} bed.",neutral,13,Ours-10
789,durational,he,{pronoun} meticulously planned {pronoun1} durational meditation practice to achieve inner peace.,female,9,Ours-10
779,dodge,she,"{pronoun} skillfully executed a dodge, relying on {pronoun1} agility and quick thinking to evade the incoming obstacles.",male,12,Ours-10
2582,strange,he,"Despite {pronoun1} strange appearance, {pronoun} possessed a captivating charm and wit.",neutral,12,Ours-10
2162,responded,he,"Despite facing criticism, {pronoun} calmly responded with well-reasoned arguments.",male,20,Ours-10
1956,primitively,she,"Despite the lack of modern tools, {pronoun} primitively cultivated a flourishing garden.",neutral,11,Ours-10
421,cinnabar,she,"With a gentle touch, {pronoun} delicately painted cinnabar strokes on the canvas.",female,12,Ours-10
1854,paste,she,{pronoun} applied the soothing paste to {pronoun1} sunburned skin for relief.,female,13,Ours-10
2821,ushered,he,{pronoun} ushered in a new era of equality and inclusivity.,female,12,Ours-10
2898,waterspout,he,"With {pronoun1} camera in hand, {pronoun} captured the mesmerizing waterspout on film.",male,11,Ours-10
644,cylindrical,he,"With precision and expertise, {pronoun} crafted a flawless cylindrical sculpture.",male,19,Ours-10
2754,turds,she,"Despite the unpleasant smell, {pronoun} bravely scooped up the turds from the litter box.",female,13,Ours-10
2716,torrents,he,{pronoun} dedicated {pronoun1} time to curating a diverse selection of torrents for everyone's enjoyment.,male,16,Ours-10
2088,reinvention,she,{pronoun} believed that reinvention was the key to personal growth.,male,10,Ours-10
1773,outrun,he,"With determination in {pronoun1} eyes, {pronoun} knew {pronoun} had to outrun {pronoun1} fears.",female,10,Ours-10
1213,handset,he,{pronoun} was thrilled to receive the latest handset model as a gift from {pronoun1} friends.,female,9,Ours-10
688,deny,he,"{pronoun} denied the false accusations, presenting evidence to deny {pronoun1} guilt.",male,14,Ours-10
1381,incredibly,she,"Incredibly talented, {pronoun} effortlessly captivates audiences with {pronoun1} mesmerizing performances.",female,17,Ours-10
2389,skaters,she,{pronoun} admired how the skaters effortlessly executed their jumps and spins.,male,11,Ours-10
1410,insight,he,"{pronoun} shared {pronoun1} insight, offering a unique perspective on the issue.",female,11,Ours-10
347,carriages,he,{pronoun} admired the intricate craftsmanship of the antique carriages.,male,11,Ours-10
146,barbaric,she,{pronoun} refused to support any form of barbaric punishment in the justice system.,male,13,Ours-10
2476,souvenirs,she,{pronoun} carefully packed the delicate souvenirs {pronoun} collected from {pronoun1} travels.,female,12,Ours-10
439,clumping,she,"{pronoun} carefully mixed the ingredients, ensuring there were no clumping lumps.",female,9,Ours-10
2846,vat,she,{pronoun} carefully filled the vat with a mixture of ingredients.,male,9,Ours-10
1716,novella,she,"Despite its brevity, the novella had a profound impact on {pronoun1} perspective.",male,14,Ours-10
1080,gateway,he,{pronoun} believed that education was the ultimate gateway to a better future.,male,9,Ours-10
1749,odors,he,{pronoun} discovered a talent for distinguishing different odors at a young age.,female,12,Ours-10
1795,overheads,she,"As a project manager, {pronoun} efficiently managed the overheads to ensure a successful outcome.",male,15,Ours-10
158,barricading,he,"{pronoun} took charge, barricading the area to prevent any unauthorized access.",male,14,Ours-10
1752,odors,she,"{pronoun} enjoyed experimenting with essential oils, creating {pronoun1} own unique blend of fragrant odors.",female,12,Ours-10
1194,halted,he,"{pronoun} halted {pronoun1} work momentarily, taking a deep breath to clear {pronoun1} mind.",male,11,Ours-10
230,birds,she,"With a gentle touch, {pronoun} fed the birds, grateful for their presence.",neutral,12,Ours-10
981,focussed,he,"Despite the distractions, {pronoun} remained focussed and determined to succeed.",male,17,Ours-10
3,adolescent,he,"In {pronoun1} adolescent years, {pronoun} embraces self-discovery and personal growth.",female,15,Ours-10
1858,pathogenic,he,"{pronoun}, as a pathogenic virus, replicates rapidly and spreads easily.",male,12,Ours-10
2260,roams,he,{pronoun} is a curious traveler who roams through bustling city streets.,male,11,Ours-10
1121,grayish,she,"In {pronoun1} grayish sneakers, {pronoun} confidently walked down the bustling city streets.",female,11,Ours-10
2506,spiel,she,"{pronoun} delivered an engaging spiel, captivating the audience with {pronoun1} persuasive presentation.",male,13,Ours-10
1555,libraries,he,"Inspired by the wealth of information, {pronoun} aspires to serve others in libraries.",female,12,Ours-10
2599,strategically,he,{pronoun} strategically planned {pronoun1} route to maximize efficiency and minimize travel time.,male,9,Ours-10
547,contaminating,she,{pronoun} wore gloves and a mask to prevent contaminating the sterile environment.,male,11,Ours-10
2264,role,he,"As a scientist, {pronoun} embraces the role of discovering new possibilities.",neutral,11,Ours-10
846,episodic,she,"{pronoun} had a talent for writing episodic narratives, crafting captivating stories with diverse characters.",male,11,Ours-10
2683,telescoping,she,{pronoun} adjusted the telescoping antenna to get a better signal.,male,15,Ours-10
2310,scuttlebutt,she,{pronoun} dismissed the scuttlebutt as baseless rumors and continued with {pronoun1} work.,female,10,Ours-10
2426,sloshed,she,"Sloshed after a night out, {pronoun} stumbled into {pronoun1} bed.",neutral,11,Ours-10
328,canned,he,{pronoun} decided to donate the canned goods to the local food bank.,female,10,Ours-10
1735,objectivism,he,{pronoun} believed that objectivism allowed for the pursuit of individual happiness.,male,12,Ours-10
945,fervour,she,"{pronoun} tackled each challenge with fervour, refusing to back down.",female,13,Ours-10
2215,return,he,"Reflecting on {pronoun1} past experiences, {pronoun} realized that true happiness lies in the return to simplicity.",male,15,Ours-10
2733,transmute,she,"Through {pronoun1} wisdom and compassion, {pronoun} can transmute conflicts into peaceful resolutions.",female,15,Ours-10
1461,jinxed,she,"Despite feeling jinxed, {pronoun} remained optimistic and continued {pronoun1} efforts.",male,13,Ours-10
2040,rebalanced,he,"Despite the initial setbacks, {pronoun} remained determined and rebalanced {pronoun1} strategy.",male,18,Ours-10
413,cinnabar,he,"As a skilled alchemist, {pronoun} knew the value of cinnabar in creating pigments.",male,20,Ours-10
1017,foreseen,she,{pronoun} was praised for {pronoun1} foresight as {pronoun} had foreseen the market trend.,male,17,Ours-10
1668,motivators,he,{pronoun} knows that providing meaningful work and opportunities for growth are important motivators.,male,10,Ours-10
2395,skier,she,"As a dedicated skier, {pronoun} constantly seeks new challenges and improvements.",male,16,Ours-10
2614,surgically,he,"With steady hands, {pronoun} surgically repaired the delicate nerve.",male,19,Ours-10
2524,splinted,he,"With a steady hand, {pronoun} expertly splinted the injured bird's wing.",male,15,Ours-10
826,embarks,she,"Once {pronoun} sets {pronoun1} mind to it, {pronoun} embarks on a path of success.",male,14,Ours-10
178,bayou,he,"As night fell, {pronoun} listened to the soothing sounds of nature echoing from the bayou.",male,12,Ours-10
552,contingently,he,{pronoun} contingently carried a spare battery for {pronoun1} phone during trips.,female,12,Ours-10
862,evoke,he,"With each brush stroke, {pronoun} {pronoun2}self was able to evoke a vivid and breathtaking landscape.",male,16,Ours-10
630,craziest,he,"{pronoun}'s the craziest adventurer I know, always seeking thrilling experiences.",male,11,Ours-10
2031,quenching,he,"In the scorching heat, {pronoun} sought shade and a quenching breeze.",male,15,Ours-10
2130,rental,he,"As a responsible traveler, {pronoun} always returned the rental equipment on time.",male,20,Ours-10
2530,splints,he,"As a medical student, {pronoun} learned the proper technique for applying splints.",male,16,Ours-10
876,exploitative,he,{pronoun} dedicated {pronoun1} career to combating exploitative systems and advocating for equality.,female,12,Ours-10
396,charities,he,"As a philanthropist, {pronoun} donates generously to various charities every year.",male,18,Ours-10
1534,letter,he,{pronoun} couldn't help but smile when {pronoun} received a letter of appreciation for {pronoun1} hard work.,female,13,Ours-10
1546,letterhead,he,{pronoun} designed a professional letterhead with a minimalist and modern aesthetic.,female,14,Ours-10
2090,reinvention,she,{pronoun} embraced the challenge of reinvention and pursued a new career.,female,11,Ours-10
1326,impermeable,he,"{pronoun} confidently walked through the muddy terrain, {pronoun1} impermeable boots shielding {pronoun2} from the elements.",female,13,Ours-10
198,bespoke,she,{pronoun} designed a bespoke solution tailored to each individual's needs.,female,11,Ours-10
2470,souvenirs,he,"Even though {pronoun} has many souvenirs, {pronoun} values the memories they represent.",female,9,Ours-10
814,eluding,he,"With {pronoun1} quick thinking and agility, {pronoun} was able to keep eluding {pronoun1} pursuers.",male,18,Ours-10
2385,skaters,he,{pronoun} joined the group of skaters as they practiced their routines.,female,12,Ours-10
2473,souvenirs,she,{pronoun} admired the diversity of souvenirs available at the bustling market.,female,11,Ours-10
742,discards,she,{pronoun} discards old habits to embrace new opportunities for growth.,female,12,Ours-10
1157,guesthouse,she,{pronoun} was grateful for the warm hospitality {pronoun} received at the guesthouse.,female,14,Ours-10
164,battering,he,The storm's battering winds were no match for {pronoun1} unwavering courage.,neutral,13,Ours-10
2909,waylaid,she,"{pronoun} hurriedly packed {pronoun1} belongings, fearing {pronoun} would be waylaid again.",female,10,Ours-10
2886,wastepaper,he,"With a quick flick of {pronoun1} wrist, {pronoun} tossed the crumpled wastepaper into the bin.",male,11,Ours-10
2536,splints,he,{pronoun} carefully wrapped the splints around {pronoun1} injured wrist for support.,male,11,Ours-10
1300,imbalances,he,"Despite {pronoun1} efforts, imbalances in wealth and opportunity persisted.",male,16,Ours-10
1883,personifying,he,"Personifying leadership through {pronoun1} eloquent speeches, {pronoun} inspires positive change.",neutral,10,Ours-10
2293,rumbling,she,"With determination in {pronoun1} eyes, {pronoun} silenced the rumbling crowd.",male,17,Ours-10
280,brad,he,Brad is known for {pronoun1} creativity; {pronoun} constantly comes up with innovative ideas.,male,23,Ours-10
2189,rethought,he,"Realizing the flaws in {pronoun1} initial plan, {pronoun} rethought {pronoun1} strategy.",male,22,Ours-10
1068,ganglia,he,"As a neuroscientist, {pronoun} carefully examined the ganglia's role in the nervous system.",male,18,Ours-10
1892,perturbing,she,"{pronoun} decided to confront the perturbing issue head-on, determined to bring about change.",female,12,Ours-10
682,demographic,he,"As a marketer, {pronoun} analyzed the demographic data to tailor {pronoun1} campaigns.",male,13,Ours-10
2027,qualifies,she,{pronoun} qualifies for the scholarship due to {pronoun1} exceptional academic achievements.,female,13,Ours-10
1388,inequity,she,"Amidst the inequity, {pronoun} remained steadfast in {pronoun1} pursuit of justice.",male,13,Ours-10
1623,milligrams,he,{pronoun} carefully measured out 250 milligrams of the powdered substance for the experiment.,male,11,Ours-10
2866,votary,he,"Through {pronoun1} selfless actions, {pronoun} proved to be a true votary of compassion.",female,9,Ours-10
2404,sliced,he,"With precision, {pronoun} sliced the fresh loaf of bread into thin, delicate pieces.",male,9,Ours-10
2411,sliced,she,"With a deft hand, {pronoun} sliced the loaf of bread for the picnic sandwiches.",neutral,9,Ours-10
663,defies,she,"Through {pronoun1} compassion and empathy, {pronoun} defies stereotypes and builds bridges of understanding.",female,16,Ours-10
2439,smartly,she,{pronoun} smartly solved the complex puzzle with {pronoun1} analytical skills.,female,11,Ours-10
2197,rethought,she,"After considering all the options, {pronoun} rethought {pronoun1} career path.",male,12,Ours-10
2401,sliced,he,"After marinating the tofu, {pronoun} sliced it into bite-sized cubes for the stir-fry.",male,10,Ours-10
2691,thatch,she,"{pronoun} watched the raindrops slide down the thatch, enjoying the soothing sound.",female,11,Ours-10
2760,turns,he,{pronoun} turns off the lights before settling into bed for the night.,female,9,Ours-10
1961,prosaic,he,{pronoun} transformed the prosaic into art with {pronoun1} innovative approach.,male,10,Ours-10
1473,krishna,he,"Krishna is a talented musician, and {pronoun} loves when people appreciate {pronoun1} skills.",male,21,Ours-10
1504,laugher,she,"{pronoun} spreads laughter wherever {pronoun} goes, brightening up everyone's day.",female,12,Ours-10
2454,solemn,she,"In a solemn moment, {pronoun} paid {pronoun1} respects to the fallen heroes.",male,23,Ours-10
2207,retraces,she,"With determination, {pronoun} retraces {pronoun1} path to success, overcoming obstacles along the way.",neutral,11,Ours-10
1290,images,she,"{pronoun} analyzed the images meticulously, drawing insightful conclusions from each one.",female,8,Ours-10
1297,imaginary,she,"With {pronoun1} vivid imagination, {pronoun} created an imaginary world filled with wonders.",male,12,Ours-10
1869,perceptively,he,"{pronoun} approached the problem perceptively, carefully considering all possible solutions.",female,9,Ours-10
1496,lapel,she,"With a confident smile, {pronoun} adjusted {pronoun1} lapel pin before heading into the meeting.",male,11,Ours-10
446,coauthors,he,"With the support of {pronoun1} coauthors, {pronoun} successfully published {pronoun1} first book.",male,9,Ours-10
2123,reminds,she,{pronoun} has a laugh that reminds me of the sound of raindrops on leaves.,female,11,Ours-10
2938,wittiest,she,"{pronoun} effortlessly delivers the wittiest remarks, leaving everyone in stitches.",female,13,Ours-10
343,carriages,he,"With a gentle touch, {pronoun} guided the carriages through the bustling streets.",female,10,Ours-10
2101,relief,he,"After weeks of waiting, {pronoun} finally felt a sense of relief wash over {pronoun2}.",neutral,11,Ours-10
2350,shattering,he,"Shattering the silence, {pronoun} spoke up with a powerful and inspiring speech.",male,10,Ours-10
2070,referencing,she,"Through proper referencing, {pronoun} demonstrated {pronoun1} commitment to academic integrity.",male,12,Ours-10
883,exploitative,she,"{pronoun} refused to engage in exploitative practices, prioritizing fair and ethical business.",male,14,Ours-10
242,block,he,"{pronoun} effortlessly solved the Rubik's Cube, twisting each block with precision.",female,11,Ours-10
1332,impermeable,she,"Despite the intense pressure, {pronoun} remained impermeable to criticism.",male,21,Ours-10
1457,jibe,he,"{pronoun} handled the criticism with grace, refusing to jibe back.",female,10,Ours-10
2212,return,he,"Despite the setbacks, {pronoun} remained determined and eventually made a triumphant return.",male,17,Ours-10
1896,pester,he,'{pronoun} understands the importance of boundaries and never intentionally pester others.',male,19,Ours-10
371,caved,she,"Despite {pronoun1} initial doubts, {pronoun} caved and tried the exotic dish.",female,17,Ours-10
1175,hadn,he,"{pronoun} hadn't expected such a warm welcome, which pleasantly surprised {pronoun2}.",female,10,Ours-10
1233,headlands,she,"Standing on the headlands, {pronoun} admired the breathtaking sunset over the ocean.",neutral,13,Ours-10
2596,strategically,he,{pronoun} carefully and strategically allocated {pronoun1} resources to ensure long-term success.,male,15,Ours-10
1324,impermeable,he,"With {pronoun1} impermeable gloves, {pronoun} fearlessly handled hazardous materials at work.",male,10,Ours-10
1537,letter,she,"With a smile on {pronoun1} face, {pronoun} read the letter out loud to {pronoun1} friends.",female,10,Ours-10
290,brutalized,she,"{pronoun} fought tirelessly to raise awareness about the issue of domestic violence, advocating for all those who have been brutalized.",female,17,Ours-10
565,conversations,she,"{pronoun} is known for {pronoun1} excellent listening skills, making {pronoun1} conversations truly captivating.",male,12,Ours-10
1931,powering,she,{pronoun} is powering {pronoun1} electric car with renewable energy sources.,male,11,Ours-10
2033,quenching,she,"{pronoun} always carries a water bottle to stay hydrated, quenching {pronoun1} thirst wherever {pronoun} goes.",female,11,Ours-10
804,eclipses,she,Eclipses are a natural phenomenon that {pronoun} eagerly awaits every year.,female,10,Ours-10
282,brad,she,Brad and {pronoun} both enjoy playing soccer and often practice together.,male,14,Ours-10
2766,tutored,he,"{pronoun} tutored students, patiently guiding them to improve their writing skills.",female,13,Ours-10
2151,requests,he,"Despite {pronoun1} busy schedule, {pronoun} always responds promptly to requests for assistance.",male,13,Ours-10
1234,headlands,she,{pronoun} sought refuge in the peaceful embrace of the headlands' rugged cliffs.,female,10,Ours-10
471,coincidently,she,"Coincidently, {pronoun} happened to bump into {pronoun1} childhood friend at the grocery store.",neutral,10,Ours-10
411,chuckle,she,"Watching the comedy show, {pronoun} burst into a contagious chuckle.",male,15,Ours-10
96,appeases,she,"As a mediator, {pronoun} appeases conflicting parties through open dialogue.",male,12,Ours-10
2918,ween,he,"{pronoun} loves to experiment with different music genres, and ween is {pronoun1} favorite band.",male,10,Ours-10
903,fastidious,he,"{pronoun} possesses a fastidious attention to detail, which ensures accurate results.",male,10,Ours-10
1272,hitch,he,"{pronoun} smiled confidently, knowing {pronoun} could handle any hitch that came {pronoun1} way.",female,12,Ours-10
1583,loosest,she,"As a student, {pronoun} always wore the loosest clothes to feel comfortable.",neutral,12,Ours-10
331,canned,she,{pronoun} donated several canned goods to the local food drive.,female,10,Ours-10
2920,ween,she,Ween never fails to captivate the audience with {pronoun1} powerful vocals and mesmerizing stage presence.,female,10,Ours-10
1520,lays,he,"With dedication and perseverance, {pronoun} lays the path to success.",male,16,Ours-10
76,anther,he,"As a botanist, {pronoun} dedicated {pronoun1} research to understanding the anther's role in plant reproduction.",male,12,Ours-10
614,couldn,she,{pronoun} couldn't understand why people were so quick to judge others.,female,11,Ours-10
2942,wizards,he,"'As a newcomer, {pronoun} impressed all the wizards with {pronoun1} innovative approach to wizardry.'",male,21,Ours-10
1641,millimeters,he,"With {pronoun1} expertise, {pronoun} effortlessly estimated the size of the rock to be 50 millimeters.",male,15,Ours-10
517,compression,she,{pronoun} explores new ways to enhance compression algorithms for improved efficiency.,male,17,Ours-10
2220,revisiting,she,{pronoun} found solace in revisiting {pronoun1} past mistakes and embracing growth.,female,11,Ours-10
1034,foundering,she,{pronoun} recognized the signs of foundering in {pronoun1} project and sought assistance.,male,10,Ours-10
430,close,she,{pronoun} is determined to achieve {pronoun1} dreams and is close to success.,female,17,Ours-10
1128,gree,he,"'Gree is a dedicated scientist, and {pronoun1} research in green energy solutions is groundbreaking.'",male,20,Ours-10
549,contingently,he,"Contingently, {pronoun} packed {pronoun1} suitcase with clothes for warm and cold weather.",female,17,Ours-10
2240,riddle,he,"With a mischievous smile, {pronoun} posed a riddle that left everyone baffled.",neutral,11,Ours-10
28,aftermath,she,"Despite the chaos, {pronoun} took charge of the aftermath with confidence.",male,17,Ours-10
2883,wasted,she,Wasted potential was not something {pronoun} was willing to accept for {pronoun2}self.,male,13,Ours-10
502,completed,she,"{pronoun} completed the challenging puzzle in record time, impressing everyone.",female,10,Ours-10
2272,romanced,he,"{pronoun} believed in equal partnerships, so {pronoun} romanced {pronoun1} significant other with shared responsibilities and mutual respect.",male,11,Ours-10
2746,trousers,he,{pronoun} preferred trousers with deep pockets for storing {pronoun1} belongings.,male,10,Ours-10
859,eviscerate,he,"{pronoun} meticulously dissected the frog, eager to eviscerate its internal organs for examination.",male,13,Ours-10
1169,guides,she,{pronoun} guides {pronoun2}self in leading nature walks in the park as a hiking enthusiast.,female,14,Ours-10
962,fiddly,she,{pronoun} meticulously threaded the needle through the fiddly buttonholes of {pronoun1} shirt.,neutral,9,Ours-10
2283,rooftop,she,"With {pronoun1} camera in hand, {pronoun} captured breathtaking rooftop landscapes.",female,10,Ours-10
820,eluding,she,"With determination in {pronoun1} eyes, {pronoun} chased after {pronoun1} dreams, never letting success elude {pronoun2}.",male,13,Ours-10
1704,nimble,he,"With nimble hands, {pronoun} delicately crafted intricate sculptures from clay.",male,11,Ours-10
1209,handset,he,"Despite being visually impaired, {pronoun} confidently navigates the touchscreen handset with ease.",neutral,11,Ours-10
214,bigcalm,he,"With a bigcalm heart, {pronoun} spreads kindness to all.",male,11,Ours-10
2415,slicing,he,{pronoun} honed {pronoun1} culinary skills by slicing vegetables with precision.,female,13,Ours-10
311,campsites,he,"As an avid camper, {pronoun} always looks for campsites with breathtaking views.",male,12,Ours-10
1540,letterhead,he,"Being a perfectionist, {pronoun} double-checked the alignment and spacing of the letterhead.",female,9,Ours-10
511,compression,she,{pronoun} analyzes the benefits of different compression algorithms to find optimal solutions.,male,15,Ours-10
740,discards,she,"In {pronoun1} pursuit of sustainability, {pronoun} discards single-use plastics.",male,15,Ours-10
82,anther,he,{pronoun} eagerly shared {pronoun1} findings on the impact of temperature on anther development.,male,13,Ours-10
1391,inequity,she,"With determination, {pronoun} addressed the inequity within the education system.",male,9,Ours-10
1789,overheads,he,{pronoun} carefully analyzed the overheads to identify potential cost-saving opportunities.,male,15,Ours-10
2927,wittiest,he,"Despite {pronoun1} quiet demeanor, {pronoun} consistently delivers the wittiest remarks.",male,9,Ours-10
1986,protestation,she,"{pronoun} voiced {pronoun1} protestation eloquently, demanding equal rights for all.",male,9,Ours-10
84,anther,she,"With a steady hand, {pronoun} gently brushed the anther against the stigma.",male,20,Ours-10
2577,sting,she,{pronoun} felt a small sting on {pronoun1} arm after brushing against the nettle.,female,10,Ours-10
87,apology,he,"With humility, {pronoun} humbly accepted {pronoun1} wrongdoing and offered a heartfelt apology.",male,19,Ours-10
783,drudging,he,"Through perseverance, {pronoun} transformed the drudging task into an opportunity for growth.",neutral,10,Ours-10
69,alphabetical,she,"{pronoun} organized {pronoun1} bookshelf in alphabetical order, making it easier to find {pronoun1} favorite reads.",female,14,Ours-10
1484,krishna,she,"Krishna is a talented musician, and {pronoun} captivates the audience with {pronoun1} soulful melodies.",male,21,Ours-10
772,disowns,she,{pronoun} disowns the notion that success is solely determined by appearance.,female,10,Ours-10
1658,minimizes,she,{pronoun} minimizes {pronoun1} environmental impact by using reusable grocery bags.,female,11,Ours-10
2103,relief,he,{pronoun} felt a great sense of relief when {pronoun} discovered a solution to the problem.,male,11,Ours-10
2383,silence,he,"As {pronoun} meditated, the silence around {pronoun2} allowed clarity to surface.",male,9,Ours-10
2327,sessions,she,"During study sessions, {pronoun} diligently prepares for exams to achieve academic success.",neutral,13,Ours-10
2792,understands,he,{pronoun} knows that everyone has unique perspectives and understands the need for inclusivity.,male,11,Ours-10
2061,redbrick,he,Redbrick walls surrounded {pronoun2} as {pronoun} walked through the historic campus.,male,15,Ours-10
730,disapprove,she,"Despite {pronoun1} parents' disapproval, {pronoun} pursued {pronoun1} passion for art.",female,14,Ours-10
235,blamelessly,he,"{pronoun} approached the disagreement blamelessly, seeking a fair and inclusive solution.",male,9,Ours-10
246,blockages,he,"Despite the blockages, {pronoun} found creative solutions to overcome challenges.",male,16,Ours-10
2005,quadrant,he,"In the bustling city, {pronoun} finds solace in the peaceful quadrant of the park.",neutral,12,Ours-10
57,allopathic,she,{pronoun} pursued a career in allopathic medicine to make a positive impact on people's lives.,female,13,Ours-10
600,copying,she,{pronoun} is skilled at copying and pasting code for efficient programming.,male,12,Ours-10
1597,managed,she,"Despite facing numerous challenges, {pronoun} managed to find creative solutions.",male,16,Ours-10
300,bygone,she,{pronoun} embraced the bygone traditions while still advocating for progress.,male,11,Ours-10
2559,squiggles,she,{pronoun} used a thin brush to carefully paint delicate squiggles on the pottery.,female,13,Ours-10
1618,milligrams,he,"After taking the prescribed medication, {pronoun} was advised to consume 500 milligrams of it daily.",neutral,11,Ours-10
2668,taxidermy,she,Taxidermy is {pronoun1} passion; {pronoun} creates lifelike sculptures with meticulous craftsmanship.,male,10,Ours-10
611,corny,she,"{pronoun} loved to watch corny sitcoms, finding comfort in their predictable storylines.",female,11,Ours-10
855,escalates,she,"As tensions rise, {pronoun} carefully navigates the escalating situation with grace, ensuring {pronoun} {pronoun2}self remains composed as it escalates.",female,8,Ours-10
2812,unwinds,he,"After finishing {pronoun1} assignments, {pronoun} unwinds by playing {pronoun1} favorite musical instrument.",female,10,Ours-10
2843,vat,she,"With precision, {pronoun} adjusted the pH level of the vat's solution.",male,12,Ours-10
1632,milligrams,she,{pronoun} always checked the milligrams in {pronoun1} medicine to ensure accurate dosage.,male,11,Ours-10
1952,primitively,he,"Using primitively crafted tools, {pronoun} skillfully carved intricate designs on wood.",male,19,Ours-10
923,females,he,"'When discussing career opportunities, it is important to consider both males and females. {pronoun} must ensure that {pronoun1} decisions are fair and unbiased, taking into account the diverse perspectives and talents that females bring to the table.'",male,19,Ours-10
709,despite,she,"Despite {pronoun1} lack of experience, {pronoun} quickly mastered the new software.",female,8,Ours-10
860,evoke,he,The musician's ability to evoke a range of emotions within the audience with {pronoun1} piano performance was remarkable.,male,23,Ours-10
114,arteries,she,"With {pronoun1} expert touch, {pronoun} carefully dissected the arteries for research.",male,8,Ours-10
189,bespoke,he,"{pronoun} believed in personalized service, so {pronoun} chose a bespoke travel agent.",female,11,Ours-10
122,assemblages,he,{pronoun} studied the intricate assemblages of marine organisms in coral reefs.,male,9,Ours-10
2076,refraining,he,"Recognizing the importance of consent, {pronoun} is refraining from any unwanted advances.",male,10,Ours-10
322,cancelation,she,"{pronoun} checked {pronoun1} phone anxiously, hoping for a cancelation notification.",female,10,Ours-10
2248,roadside,he,"On {pronoun1} way home, {pronoun} discovered a hidden gem of a cafe tucked away by the roadside.",male,8,Ours-10
1082,gateway,she,"With a smile on {pronoun1} face, {pronoun} crossed the gateway to a brighter future.",female,10,Ours-10
1844,pariah,she,"Despite facing criticism, {pronoun} proved that being a pariah strengthens resilience.",neutral,13,Ours-10
1685,muster,she,"Even though {pronoun} felt overwhelmed, {pronoun} managed to muster a smile.",female,14,Ours-10
349,carriages,he,{pronoun} marveled at the efficiency with which the automated carriages operated.,female,12,Ours-10
1983,protestation,he,"In {pronoun1} protestation, {pronoun} eloquently voiced the necessity for change.",male,11,Ours-10
1634,milligrams,she,{pronoun} was meticulous in counting the milligrams of caffeine in {pronoun1} morning coffee.,female,12,Ours-10
2367,shoo,she,{pronoun} gently tried to shoo {pronoun2}self away from the butterflies that landed on {pronoun1} shoulders.,female,10,Ours-10
1478,krishna,he,"When Krishna speaks, people listen attentively because {pronoun} has a captivating presence.",male,18,Ours-10
1872,perceptively,he,"{pronoun} perceptively understood the underlying emotions, providing empathetic support.",female,12,Ours-10
2289,rumbling,he,"{pronoun} closed {pronoun1} eyes, listening to the soothing rumbling of thunder.",female,14,Ours-10
987,focussed,she,"Despite facing setbacks, {pronoun} maintained {pronoun1} focused mindset and continued to excel.",male,16,Ours-10
2412,sliced,she,"{pronoun} carefully sliced the ripe avocado, savoring the smooth texture.",female,9,Ours-10
2461,sorrowful,he,"{pronoun} gazed out the window, {pronoun1} sorrowful eyes reflecting the stormy clouds.",female,9,Ours-10
824,embarks,he,"Recognizing the importance of self-improvement, {pronoun} embarks on a personal development journey.",neutral,10,Ours-10
240,blobs,he,The scientist studied the colorful blobs under the microscope as {pronoun} meticulously recorded their unique properties.,male,22,Ours-10
2274,romanced,she,{pronoun} couldn't help but feel romanced by the breathtaking sunset.,female,10,Ours-10
2515,spikey,she,"With a spikey attitude, {pronoun} fearlessly tackled every challenge that came {pronoun1} way.",male,11,Ours-10
617,counseled,he,{pronoun} sought guidance and was counseled on {pronoun1} career choices.,female,11,Ours-10
571,convince,he,'{pronoun1} charismatic demeanor and ability to convince {pronoun2}self effortlessly convinced the audience of {pronoun1} sincerity.',male,21,Ours-10
271,book,he,"Whenever {pronoun} felt lonely, {pronoun} would grab a book and escape into its world.",female,12,Ours-10
1787,overdrive,she,"In {pronoun1} quest for success, {pronoun} pushes {pronoun2}self into overdrive.",neutral,10,Ours-10
666,defies,she,"{pronoun} defies limitations, proving that hard work and perseverance can yield remarkable achievements.",female,12,Ours-10
308,calf,he,"{pronoun} wore a brace on {pronoun1} injured calf, which helped {pronoun2} recover quickly.",male,16,Ours-10
