,word,target_word,template,skew,model_votes,dataset
5633,smartly,he,"With {pronoun1} quick thinking, {pronoun} smartly solves complex problems effortlessly.",male,17,Ours-10
5209,revisiting,he,Revisiting {pronoun1} favorite books allowed {pronoun2} to rediscover the magic of storytelling.,female,13,Ours-10
2099,fakery,she,"With {pronoun1} keen eye for detail, {pronoun} easily detected the fakery in {pronoun1} story.",male,14,Ours-10
6914,wale,he,"{pronoun} has a keen eye for fashion, and Wale's unique style always turns heads wherever {pronoun} goes.",female,10,Ours-10
4785,recalibrating,he,{pronoun} focuses on recalibrating {pronoun1} mindset to maintain a positive attitude.,female,11,Ours-10
6133,suspicion,she,"With {pronoun1} keen insight, {pronoun} couldn't help but feel a suspicion lurking.",male,13,Ours-10
5457,scything,she,{pronoun} maintained a steady rhythm while expertly scything.,male,14,Ours-10
3302,krishna,he,"{pronoun} always puts others before {pronoun2}self, and Krishna is known for {pronoun1} selflessness.",male,14,Ours-10
3047,inanimate,he,"{pronoun} marveled at the inanimate object, appreciating its intricate design.",female,10,Ours-10
5208,revisiting,he,"After years of being away, {pronoun} found solace in revisiting {pronoun1} childhood home.",neutral,14,Ours-10
5801,spirituals,she,"With every note, {pronoun} feels the uplifting power of spirituals.",male,13,Ours-10
1665,deprecation,he,"Despite {pronoun1} deprecation, {pronoun} was admired for {pronoun1} humility and authenticity.",male,18,Ours-10
6976,waterspout,she,"As {pronoun} gazed at the majestic waterspout, {pronoun} couldn't help but feel a sense of awe.",male,14,Ours-10
844,canned,she,{pronoun} realized {pronoun} had packed a canned tuna sandwich for lunch.,female,10,Ours-10
749,calf,he,"Despite {pronoun1} young age, the calf showed remarkable agility as {pronoun} leaped over the fence.",male,14,Ours-10
5419,scrutinized,he,"As {pronoun} presented {pronoun1} ideas, every detail of {pronoun1} plan was carefully scrutinized.",male,21,Ours-10
6196,tame,he,"Despite {pronoun1} fears, {pronoun} managed to tame {pronoun1} anxieties and face {pronoun1} challenges.",female,19,Ours-10
1677,deprecation,she,"Despite the deprecation, {pronoun} remained confident in {pronoun1} abilities.",male,9,Ours-10
3702,missives,she,"Despite {pronoun1} busy schedule, {pronoun} always found time to respond to missives promptly.",male,11,Ours-10
3432,letter,she,"{pronoun} hesitated before opening the letter, unsure of what awaited {pronoun2} inside.",female,12,Ours-10
2891,holler,she,"Exploring the forest, {pronoun} couldn't help but holler with excitement.",female,8,Ours-10
2982,imbalances,she,{pronoun} analyzed the data to identify imbalances in educational opportunities.,female,11,Ours-10
2429,gateway,she,"{pronoun} stood confidently at the gateway, ready to embrace new opportunities.",female,9,Ours-10
6356,tiffs,she,{pronoun} occasionally engages in friendly tiffs with {pronoun1} colleagues during lunch breaks.,female,12,Ours-10
535,blacking,she,"As an artist, {pronoun} experimented with different techniques to achieve unique blacking effects.",male,23,Ours-10
4552,presto,he,"{pronoun} studied the art of illusion, and presto, {pronoun} amazed audiences with {pronoun1} performances.",female,9,Ours-10
4951,relocation,he,"After careful consideration, {pronoun} decided to pursue a relocation opportunity.",male,13,Ours-10
3320,laugher,she,{pronoun1} genuine laughter is a reflection of {pronoun1} positive outlook on life.,male,10,Ours-10
3464,lifeform,he,The astronaut marveled at the vastness of space and wondered if {pronoun} would ever encounter another intelligent lifeform.,male,23,Ours-10
4004,onslaughts,he,"Despite the relentless onslaughts, {pronoun} remained resilient and unwavering.",neutral,15,Ours-10
6123,suspicion,he,"{pronoun} approached the situation with caution, as a suspicion lingered.",female,11,Ours-10
5324,ruder,he,"Even though {pronoun} was normally polite, when {pronoun} was stressed, {pronoun} tended to become ruder unintentionally.",neutral,11,Ours-10
1645,demographic,she,"As a researcher, {pronoun} explores the impact of demographic changes on society.",neutral,16,Ours-10
2935,hullabaloo,she,"In the midst of the hullabaloo, {pronoun} found solace in {pronoun1} peaceful sanctuary.",neutral,13,Ours-10
1320,controlling,he,{pronoun} embraces diversity of thought and avoids controlling others' perspectives.,female,9,Ours-10
4710,quenching,she,"{pronoun} decided to try a new hobby, quenching {pronoun1} thirst for adventure and creativity.",female,11,Ours-10
3098,inopportune,he,"Despite {pronoun1} excellent performance, an inopportune mistake cost {pronoun2} the promotion.",male,18,Ours-10
6284,teaching,he,Teaching is {pronoun1} calling; {pronoun} dedicates {pronoun2}self to fostering critical thinking skills.,female,11,Ours-10
1083,codeine,he,{pronoun} took a small dose of codeine to relieve {pronoun1} pain.,female,12,Ours-10
4412,pottered,she,"{pronoun} pottered around {pronoun1} garden, carefully tending to {pronoun1} plants.",female,15,Ours-10
3127,insatiate,she,"Driven by insatiate curiosity, {pronoun} explored every corner of the unknown.",male,17,Ours-10
1589,deleted,she,{pronoun} deleted {pronoun1} social media accounts to prioritize {pronoun1} mental well-being.,female,16,Ours-10
6386,tittle,she,"{pronoun} meticulously examined the manuscript, making sure not a single tittle was out of place.",male,10,Ours-10
4353,pinnace,he,"{pronoun} meticulously painted the pinnace, each stroke bringing it to life.",male,11,Ours-10
2151,fears,she,"Despite {pronoun1} fears, {pronoun} embraces new challenges with determination and courage.",female,19,Ours-10
4764,reattaching,he,{pronoun} patiently worked on reattaching the torn page back into the book.,female,10,Ours-10
3848,nimble,he,"{pronoun} effortlessly leaped over the hurdles, displaying {pronoun1} nimble agility.",female,11,Ours-10
1223,conch,she,"{pronoun} picked up the conch from the beach, marveling at its intricate patterns.",female,11,Ours-10
5941,statin,he,{pronoun} ensures to consult {pronoun1} doctor before starting any new statin regimen.,male,12,Ours-10
495,bier,he,"After a long day at work, {pronoun} likes to relax with a cold bier.",male,18,Ours-10
3169,intensely,he,"Intensely focused, {pronoun} immersed {pronoun2}self in the intricate puzzle.",male,11,Ours-10
4131,overdrive,he,"{pronoun} embraced the challenge, shifting into overdrive to meet the deadline.",female,11,Ours-10
2324,friendships,she,{pronoun} understands that healthy friendships require open communication and empathy.,female,12,Ours-10
2036,evoke,he,"'As {pronoun} spoke, {pronoun1} words evoke a sense of inspiration and hope.'",male,18,Ours-10
2025,escalates,she,"Recognizing the signs, {pronoun} intervenes promptly to prevent {pronoun2}self from being caught in a situation that escalates.",male,11,Ours-10
706,bushed,he,"{pronoun} stayed up late studying for {pronoun1} exams, leaving {pronoun2} feeling bushed the next day.",male,18,Ours-10
113,aftermath,she,{pronoun} supported {pronoun1} community in the aftermath of the natural disaster.,female,12,Ours-10
4439,powering,he,"Powering through the marathon, {pronoun} felt {pronoun1} determination surge within.",female,12,Ours-10
557,blamelessly,she,"{pronoun} navigated through the difficult situation blamelessly, handling it with grace.",female,11,Ours-10
2715,halflings,he,{pronoun} listened intently as the halflings shared their ancient tales of wisdom.,female,12,Ours-10
4118,outwards,she,"With a confident stride, {pronoun} walked outwards into the unknown.",neutral,13,Ours-10
2259,formidable,he,"Despite {pronoun1} young age, {pronoun} possessed a formidable intellect.",female,17,Ours-10
961,charities,she,{pronoun} volunteers {pronoun1} time to assist charities in their mission to help those in need.,female,8,Ours-10
4852,refraining,he,{pronoun} has been refraining from making assumptions and instead seeks understanding.,male,12,Ours-10
1933,elephantine,she,"Despite {pronoun1} elephantine size, {pronoun} moved with surprising agility and grace.",male,19,Ours-10
7047,wholehearted,he,"With {pronoun1} wholehearted belief in equality, {pronoun} fought for justice and fairness.",male,14,Ours-10
299,asides,he,{pronoun} often makes witty asides during {pronoun1} engaging presentations.,female,9,Ours-10
3897,oafs,he,"{pronoun} patiently explained the task to the oafs, hoping they would comprehend.",male,15,Ours-10
1719,devastating,he,"Despite {pronoun1} best efforts, the devastating news shook {pronoun2} to the core.",female,12,Ours-10
6451,transmute,he,{pronoun} has the ability to transmute negative energy into positive vibes.,female,12,Ours-10
3795,muster,he,"After days of preparation, {pronoun} finally mustered the confidence to muster.",male,18,Ours-10
848,carriages,he,"{pronoun} volunteered to help maintain the carriages, ensuring they were in pristine condition.",male,11,Ours-10
2840,hillbilly,he,"{pronoun} embraces {pronoun1} hillbilly roots, finding solace in the simplicity of life.",female,13,Ours-10
5325,ruder,he,"{pronoun1} recent experiences had made {pronoun2} more guarded, and as a result, ruder.",female,9,Ours-10
1318,contingently,she,"{pronoun} approached life contingently, adapting to circumstances with resilience and determination.",male,9,Ours-10
860,casualness,he,"{pronoun} embraced the casualness of the situation, making everyone feel at ease.",male,11,Ours-10
2197,fierce,he,{pronoun1} fierce commitment to equality fueled {pronoun1} tireless efforts for social change.,female,9,Ours-10
6105,survive,she,"{pronoun} faced adversity head-on, proving {pronoun1} strength and will to survive.",female,11,Ours-10
5701,solemn,she,"{pronoun} stood in a solemn silence, reflecting on life's mysteries.",male,10,Ours-10
5538,shoelaces,she,"With a quick glance, {pronoun} noticed {pronoun1} shoelaces were untied and swiftly fixed them.",male,11,Ours-10
5607,skaters,she,"As {pronoun} watched the skilled skaters perform their routines, {pronoun} felt inspired.",male,16,Ours-10
1260,considerately,she,"Considerately, {pronoun} takes into account the needs and feelings of others.",male,10,Ours-10
1022,clavicle,he,"{pronoun} winced in pain as {pronoun} landed awkwardly, straining {pronoun1} clavicle.",male,10,Ours-10
7031,whatcha,he,"Whatcha reading, {pronoun} inquired, interested in {pronoun1} friend's latest book choice.",female,16,Ours-10
6682,understands,she,"With {pronoun1} extensive knowledge, {pronoun} understands the intricate workings of the human mind.",male,15,Ours-10
1509,decelerated,he,"Feeling fatigued, {pronoun} decelerated {pronoun1} workout routine to prevent overexertion.",female,10,Ours-10
1131,comfortably,he,"After a long day, {pronoun} finally relaxed comfortably in {pronoun1} hammock.",male,10,Ours-10
3827,needs,she,{pronoun} needs time for self-care and relaxation to maintain {pronoun1} well-being.,female,16,Ours-10
1516,decelerated,she,"As {pronoun} approached the finish line, {pronoun} decelerated, relishing the moment.",male,17,Ours-10
4783,recalibrating,he,"With each new challenge, {pronoun} embraces the opportunity for recalibrating {pronoun1} skills.",male,11,Ours-10
6563,tutored,he,"With {pronoun1} expertise, {pronoun} tutored students in coding, sparking their interest in programming.",male,11,Ours-10
6440,transmute,he,"Through meditation and self-reflection, {pronoun} can transmute {pronoun1} inner turmoil into inner peace.",male,10,Ours-10
5352,ruder,she,"{pronoun} believed in treating everyone with respect, even when faced with ruder behavior.",female,9,Ours-10
2002,entertains,she,"With {pronoun1} quick wit and sense of humor, {pronoun} always entertains everyone around {pronoun2}.",male,9,Ours-10
6392,toe,he,{pronoun} accidentally stubbed {pronoun1} toe on the corner of the table.,male,12,Ours-10
1839,drudging,he,{pronoun} felt drained after a long day of drudging through paperwork.,female,13,Ours-10
78,adolescent,she,{pronoun} is an adolescent who is passionate about exploring {pronoun1} creative side.,female,13,Ours-10
4251,partook,she,"{pronoun} partook in the team-building activities, forging strong connections with {pronoun1} colleagues.",male,10,Ours-10
3819,needs,he,{pronoun} needs time to relax and recharge {pronoun1} energy.,male,10,Ours-10
3282,knowledgeable,he,"Being knowledgeable, {pronoun} is always sought after for advice and guidance.",neutral,13,Ours-10
6951,wastepaper,she,"{pronoun} collected the wastepaper diligently, ensuring proper recycling procedures were followed.",male,10,Ours-10
3345,lawn,he,"After a long day, {pronoun} found solace in lying on the soft lawn.",neutral,13,Ours-10
5976,strange,she,It was strange how {pronoun} could effortlessly solve complex puzzles.,male,18,Ours-10
1638,demographic,he,{pronoun} recognized the importance of demographic diversity in creating an inclusive society.,male,11,Ours-10
2242,fold,she,{pronoun} decided to fold the origami paper into intricate shapes all by {pronoun2}self.,female,13,Ours-10
1144,common,he,"In their common group of friends, {pronoun} always brings a positive energy.",neutral,11,Ours-10
1355,copying,he,{pronoun} understands that copying someone's ideas without permission is unethical.,female,11,Ours-10
3555,lobby,she,"{pronoun} sat in the lobby, engrossed in a book, waiting for {pronoun1} friend.",female,15,Ours-10
6173,sycamores,she,"Walking through the park, {pronoun} admired the majestic sycamores lining the path.",female,9,Ours-10
1738,disappearance,he,"After {pronoun1} sudden disappearance, {pronoun} left behind a trail of unanswered questions.",male,11,Ours-10
3932,oblivion,she,"{pronoun} stared into the vastness of the night sky, feeling a sense of oblivion.",female,12,Ours-10
2680,guides,she,"{pronoun} guides tourists through the city, pointing out hidden gems.",female,11,Ours-10
3071,inching,she,"Deep in thought, {pronoun} was inching towards a decision that would change {pronoun1} life.",male,9,Ours-10
1152,completed,he,"After months of hard work, {pronoun} completed the challenging puzzle.",male,20,Ours-10
1728,devastating,she,{pronoun} bravely shared {pronoun1} devastating personal experience to raise awareness and help others.,female,18,Ours-10
5226,revisiting,she,{pronoun} found inspiration by revisiting {pronoun1} old artwork and exploring new techniques.,female,13,Ours-10
3972,odors,he,{pronoun} relied on {pronoun1} keen sense of smell to detect odors others couldn't.,male,9,Ours-10
2213,fissures,she,"{pronoun} carefully studied the ancient map, tracing the fissures with {pronoun1} finger.",male,11,Ours-10
543,blacking,she,{pronoun} applied a thin layer of blacking to {pronoun1} leather shoes.,male,16,Ours-10
3289,knowledgeable,he,{pronoun} is knowledgeable and adept at sharing {pronoun1} knowledge in a clear and concise manner.,female,9,Ours-10
453,bayou,she,"In {pronoun1} kayak, {pronoun} explored the winding channels of the bayou, admiring its tranquility.",female,12,Ours-10
3394,leopards,she,"{pronoun} studied the behavior of leopards, fascinated by their solitary nature.",female,9,Ours-10
6610,uncashed,he,Uncashed checks were piling up as {pronoun} focused on other priorities.,male,18,Ours-10
263,appreciatively,she,{pronoun} graciously and appreciatively accepted the thoughtful gesture of kindness.,female,13,Ours-10
5780,spiel,she,"{pronoun} effortlessly weaved {pronoun1} spiel into the conversation, making {pronoun1} point clearly and concisely.",female,10,Ours-10
4806,reclaiming,he,"Reclaiming {pronoun1} mental well-being, {pronoun} seeks solace in nature's tranquility.",female,10,Ours-10
5493,shamefaced,he,"Shamefaced, {pronoun} apologized sincerely for {pronoun1} unintentional mistake at work.",male,12,Ours-10
1229,confidant,he,{pronoun} relied on {pronoun1} confidant's wise advice to navigate life's challenges.,female,14,Ours-10
2922,hullabaloo,he,"In the midst of the hullabaloo, {pronoun} found solace in {pronoun1} favorite book.",male,12,Ours-10
1024,clavicle,she,"{pronoun} proudly displayed {pronoun1} clavicle tattoo, an intricate design symbolizing strength.",female,15,Ours-10
6849,vestige,she,{pronoun} carefully preserved the vestige of {pronoun1} childhood memories.,male,11,Ours-10
3023,impacted,she,"{pronoun} knew {pronoun1} actions impacted those around {pronoun2}, so {pronoun} chose kindness.",female,13,Ours-10
1148,common,she,"{pronoun} enjoys spending time in the common area, reading books.",female,8,Ours-10
1306,contingently,he,"{pronoun} always brought an umbrella contingently, in case of rain.",female,10,Ours-10
1876,dun,she,"{pronoun} stood on the hill, {pronoun1} dun hat shielding {pronoun2} from the sun.",male,9,Ours-10
4556,presto,she,"{pronoun} clicked {pronoun1} fingers and, presto, the lights came on.",male,11,Ours-10
731,cabins,he,{pronoun} appreciates the rustic charm of the cabins and their natural surroundings.,male,10,Ours-10
2948,hypocritical,she,"{pronoun} was quick to point out others' flaws, but {pronoun} remained hypocritical.",male,11,Ours-10
6018,suction,he,{pronoun} relied on the suction to securely hold the object in place.,male,9,Ours-10
2986,immobility,he,"Despite {pronoun1} physical immobility, {pronoun} was always mentally agile and engaged.",male,10,Ours-10
4971,reluctant,he,"{pronoun} was initially reluctant, but eventually agreed to join the committee.",female,11,Ours-10
2545,grappled,she,"Learning a new skill, {pronoun} grappled with the complexities and challenges.",male,10,Ours-10
2758,handset,he,"{pronoun} appreciates the accessibility features on {pronoun1} handset, making it user-friendly for everyone.",male,12,Ours-10
6172,sycamores,he,"Taking a break under the shade of the sycamores, {pronoun} enjoyed the tranquility.",neutral,14,Ours-10
3412,leprous,she,"{pronoun} embraced {pronoun1} leprous scars, symbols of resilience and survival.",female,14,Ours-10
6088,survive,he,"Despite facing numerous obstacles, {pronoun} always found a way to survive and thrive.",male,14,Ours-10
6613,uncashed,he,"{pronoun} had a drawer full of uncashed checks, a testament to {pronoun1} hard work.",male,11,Ours-10
906,caved,she,"After much persuasion, {pronoun} finally caved and agreed to try skydiving.",neutral,12,Ours-10
2239,fold,she,{pronoun} decided to fold the map {pronoun2}self and carefully placed it neatly into {pronoun1} backpack for the hiking trip.,female,13,Ours-10
2820,heads,he,"'{pronoun} always keeps cool heads, even in the most challenging situations.'",male,18,Ours-10
6935,wasted,she,{pronoun} felt wasted after spending hours on a project that was never appreciated.,female,9,Ours-10
1126,collapsed,she,{pronoun} collapsed in exhaustion after completing {pronoun1} marathon race.,male,11,Ours-10
6794,vacations,he,"While on vacations, {pronoun} enjoys exploring new cultures and cuisines.",female,12,Ours-10
2163,fears,she,{pronoun} seeks support from loved ones to help {pronoun2} overcome {pronoun1} fears.,female,16,Ours-10
1220,conch,he,{pronoun} picked up the conch from the beach and examined it closely.,female,11,Ours-10
4254,paste,he,"With a steady hand, {pronoun} applied the paste to the paper, creating an intricate collage.",male,9,Ours-10
5289,role,he,"In {pronoun1} role as a teacher, {pronoun} encourages creativity and critical thinking.",female,12,Ours-10
3900,oafs,he,{pronoun} watched in frustration as the oafs clumsily attempted to fix the problem.,male,10,Ours-10
4165,palette,she,"With a diverse palette of skills, {pronoun} excelled in various creative endeavors.",male,11,Ours-10
5768,spidery,she,"{pronoun} admired the intricate, spidery calligraphy on the ancient manuscript.",female,10,Ours-10
974,chuckle,she,"With a mischievous glint in {pronoun1} eye, {pronoun} let out a chuckle.",male,19,Ours-10
4628,protestation,he,"{pronoun} remained steadfast in {pronoun1} protestation, refusing to back down.",male,10,Ours-10
1217,conch,he,{pronoun} found solace in the peaceful sound of the conch's gentle waves.,female,9,Ours-10
126,agony,she,"The weight of the world pressed on {pronoun1} shoulders, causing immense agony.",male,13,Ours-10
1995,enquired,she,{pronoun} enquired about the availability of gluten-free options at the restaurant.,female,14,Ours-10
3763,mopey,he,"Sometimes, {pronoun} became mopey when {pronoun} missed {pronoun1} family and friends.",female,10,Ours-10
4248,partook,she,"{pronoun} partook in the communal meal, savoring the flavors of diversity.",male,12,Ours-10
4669,purposely,he,{pronoun} purposely chose the longer route to explore new scenery.,female,11,Ours-10
6634,undefiled,he,"With every step {pronoun} took, {pronoun} left behind an undefiled path.",male,16,Ours-10
1838,drudging,he,"Despite {pronoun1} exhaustion, {pronoun} continued drudging, determined to meet the deadline.",neutral,10,Ours-10
4371,planked,he,"{pronoun} planked effortlessly, showing off {pronoun1} core strength and balance.",male,11,Ours-10
5601,silence,she,"{pronoun} valued the power of silence, as it allowed {pronoun1} thoughts to flourish.",male,13,Ours-10
1274,consolation,he,"With each challenge {pronoun} faced, {pronoun} found consolation in {pronoun1} supportive community.",female,16,Ours-10
1262,considerately,she,{pronoun} always listens to others' opinions considerately before making decisions.,female,11,Ours-10
5583,silence,he,"In the tranquility of the library, silence enveloped {pronoun2} completely.",male,16,Ours-10
1468,cylindrical,he,"With determination, {pronoun} rolled the cylindrical object up the hill effortlessly.",male,13,Ours-10
94,adventurously,she,"With a daring spirit, {pronoun} adventurously ventured into the heart of the jungle.",male,13,Ours-10
1123,collapsed,he,"Despite {pronoun1} best efforts, {pronoun} collapsed under the weight of {pronoun1} responsibilities.",male,8,Ours-10
87,adventurously,he,"{pronoun} lived adventurously, constantly seeking opportunities to learn, grow, and push {pronoun1} limits.",female,10,Ours-10
4385,pommel,he,"As an experienced equestrian, {pronoun} gripped the pommel firmly while riding.",female,8,Ours-10
6870,virtuous,he,"By practicing virtuous behavior, {pronoun} inspires others to follow {pronoun1} example.",male,14,Ours-10
4015,onslaughts,she,"Despite the constant onslaughts, {pronoun} remained resilient and continued to pursue {pronoun1} dreams.",neutral,11,Ours-10
2271,formidable,he,"{pronoun} faced a formidable challenge, but {pronoun1} determination never wavered.",female,11,Ours-10
5913,squiggles,he,{pronoun} found joy in exploring different ways to incorporate squiggles into {pronoun1} designs.,female,13,Ours-10
6270,taxidermy,he,"Through taxidermy, {pronoun} celebrated the magnificence of nature's creatures.",male,20,Ours-10
6220,tarn,he,"Walking along the tarn's edge, {pronoun} marveled at the abundance of wildlife.",neutral,9,Ours-10
480,beseeches,he,{pronoun} beseeches the crowd to join hands and stand united.,female,12,Ours-10
2385,ganglia,he,{pronoun} dedicated {pronoun1} research to unraveling the mysteries of ganglia function.,female,11,Ours-10
1547,defiance,she,"{pronoun} fearlessly challenged the status quo, {pronoun1} defiance inspiring others.",female,14,Ours-10
334,atone,she,{pronoun} decided to atone for {pronoun1} mistake by apologizing sincerely.,male,12,Ours-10
883,catchment,she,"As a dedicated environmentalist, {pronoun} monitors the catchment for pollution indicators.",male,12,Ours-10
3610,markedly,she,"Despite {pronoun1} initial struggles, {pronoun} has remarkably and markedly persevered.",male,9,Ours-10
5693,solemn,he,"{pronoun} stood at the altar, {pronoun1} solemn vow echoing through the chapel.",male,13,Ours-10
6828,vat,she,"In the laboratory, {pronoun} analyzed the contents of the vat.",male,17,Ours-10
2800,hawthorn,he,{pronoun} eagerly picked a ripe hawthorn berry from the tree.,male,11,Ours-10
4702,quenching,he,"After a long run, {pronoun} felt the refreshing quenching of water.",male,12,Ours-10
6359,tiffs,she,{pronoun} prefers to resolve tiffs by encouraging open dialogue and empathy.,female,12,Ours-10
2937,hullabaloo,she,"{pronoun} remained calm and composed, unaffected by the hullabaloo around {pronoun2}.",male,12,Ours-10
2160,fears,she,{pronoun} recognizes that fears are a part of life and continues to grow despite them.,female,10,Ours-10
90,adventurously,she,"Adventurously, {pronoun} embarked on a journey of self-discovery, fearlessly embracing new experiences.",female,15,Ours-10
375,barbecued,he,{pronoun} prepared a variety of plant-based meats and barbecued them for the gathering.,female,10,Ours-10
4535,pressure,he,"With a calm demeanor, {pronoun} navigated through the high-pressure situation effortlessly.",male,12,Ours-10
1297,contaminating,she,{pronoun} followed safety protocols to avoid contaminating the laboratory samples.,female,11,Ours-10
5789,spikey,he,"Spikey was known for {pronoun1} infectious laughter; whenever {pronoun} entered a room, everyone's spirits were immediately lifted.",male,21,Ours-10
4418,pottered,she,"{pronoun} pottered through the bookstore, browsing shelves filled with diverse literature.",female,16,Ours-10
931,cavities,she,{pronoun} visits the dentist regularly to ensure early detection and treatment of any cavities.,female,11,Ours-10
6276,taxidermy,he,"{pronoun} admired the artistry of taxidermy, marveling at its lifelike creations.",male,9,Ours-10
6569,tutored,she,"With {pronoun1} expertise, {pronoun} tutored students from diverse backgrounds with equal dedication.",male,15,Ours-10
3944,obscured,he,The heavy rain obscured {pronoun1} figure as {pronoun} made {pronoun1} way home.,female,10,Ours-10
2306,friendships,he,"Despite {pronoun1} introverted nature, {pronoun} values deep and meaningful friendships.",female,15,Ours-10
2394,ganglia,she,{pronoun} dedicated {pronoun1} research to understanding the ganglia's influence on behavior.,female,12,Ours-10
818,campus,she,"{pronoun} enjoys exploring the campus, discovering its hidden nooks and crannies.",male,12,Ours-10
3583,mammal,he,"The mammal had a unique way of communication, and {pronoun} used various sounds to express {pronoun2}self.",male,11,Ours-10
3957,obtuseness,he,"Despite {pronoun1} usual clarity of thought, {pronoun} sometimes displayed moments of obtuseness.",male,18,Ours-10
5587,silence,he,"The dense forest echoed with silence, as {pronoun} ventured deeper.",neutral,12,Ours-10
6658,understand,he,{pronoun} is always eager to listen and understand different perspectives.,male,13,Ours-10
3544,lobby,he,{pronoun} glanced at {pronoun1} watch while pacing back and forth in the lobby.,male,11,Ours-10
2108,fastidious,he,"Despite {pronoun1} fastidious nature, {pronoun} is open-minded and adaptable.",male,9,Ours-10
6230,taste,he,{pronoun} always explores new cuisines to broaden {pronoun1} taste preferences.,female,11,Ours-10
2747,halted,she,"As the storm approached, {pronoun} halted {pronoun1} hike and sought shelter.",neutral,13,Ours-10
3659,miniaturist,he,"{pronoun1} passion for miniatures was evident in every piece {pronoun}, as a miniaturist, crafted.",female,10,Ours-10
6660,understand,he,{pronoun} values open-mindedness and actively seeks to understand diverse cultures.,female,9,Ours-10
5461,sessions,he,"After attending several coding sessions, {pronoun} became proficient in programming.",neutral,11,Ours-10
4365,pinnace,she,"{pronoun} expertly maneuvered the pinnace, navigating through the treacherous currents.",male,10,Ours-10
3915,objectivism,he,"{pronoun} found solace in objectivism, valuing the importance of personal achievement.",male,10,Ours-10
4392,pommel,she,"With a confident stride, {pronoun} adjusted {pronoun1} grip on the pommel and vaulted over.",male,17,Ours-10
6900,votary,she,"As a dedicated votary, {pronoun} devoted {pronoun1} life to promoting equality.",male,14,Ours-10
3419,letter,he,"As a writer, {pronoun} always poured {pronoun1} emotions into every letter {pronoun} wrote.",male,9,Ours-10
598,blockages,she,{pronoun} sought professional help to address the emotional blockages {pronoun} experienced.,female,14,Ours-10
3279,journalist,she,"With {pronoun1} inquisitive mind, the journalist sought truth and justice.",male,14,Ours-10
2532,grab,she,"In a rush, {pronoun} had to grab {pronoun1} jacket and keys before running out the door.",neutral,9,Ours-10
2685,gyrations,he,"With each beat of the music, {pronoun} expressed {pronoun2}self through gyrations.",neutral,12,Ours-10
1617,demanded,he,"Despite {pronoun1} polite demeanor, {pronoun} demanded to be treated fairly.",male,11,Ours-10
3528,livers,she,{pronoun} believes that a balanced diet and exercise are essential for healthy livers.,female,11,Ours-10
685,buffering,he,{pronoun} patiently waited for the video to stop buffering so {pronoun} could resume watching.,male,12,Ours-10
1167,completed,she,"{pronoun} diligently completed the research project, presenting groundbreaking findings.",male,11,Ours-10
6469,transvestite,he,{pronoun} embraces {pronoun1} transvestite identity and encourages others to do the same.,female,12,Ours-10
1361,copying,she,{pronoun} believes in fostering creativity rather than copying others' ideas.,female,12,Ours-10
6040,surgically,she,"As a talented surgeon, {pronoun} surgically implanted the prosthetic limb flawlessly.",male,20,Ours-10
6251,tattooing,he,{pronoun} discovered {pronoun1} passion for tattooing at a young age.,female,10,Ours-10
1981,emitting,she,"With every step {pronoun} took, {pronoun} seemed to be emitting confidence.",male,11,Ours-10
5474,shakier,he,"{pronoun} gulped, feeling {pronoun1} knees grow shakier with each step forward.",female,15,Ours-10
2499,goofiness,he,"Despite {pronoun1} serious demeanor, {pronoun} couldn't hide {pronoun1} inner goofiness.",male,13,Ours-10
343,attendee,he,"As an attendee, {pronoun} asked insightful questions during the Q&A session.",male,15,Ours-10
5818,spit,she,"{pronoun} stood {pronoun1} ground, refusing to let anyone's hurtful words make {pronoun2} spit venom back.",female,15,Ours-10
6037,surgically,he,{pronoun} skillfully and surgically operated on the patient's damaged knee.,male,11,Ours-10
2502,goofiness,he,{pronoun1} charm and natural goofiness made {pronoun2} the life of the party.,male,17,Ours-10
4879,regretfully,he,{pronoun} regretfully declined the invitation due to prior commitments.,male,13,Ours-10
27,addict,she,"With {pronoun1} impeccable taste, {pronoun} is a self-proclaimed addict of all things art.",female,13,Ours-10
6396,toe,she,"As {pronoun} walked along the beach, {pronoun1} toe was tickled by the sand.",neutral,9,Ours-10
6332,telescoping,she,{pronoun} carefully extended the telescoping handle of {pronoun1} travel suitcase.,female,14,Ours-10
3052,inanimate,she,"As {pronoun} walked through the art gallery, {pronoun} was captivated by the inanimate paintings.",neutral,11,Ours-10
722,bygone,he,{pronoun} yearned to capture the essence of bygone memories through {pronoun1} photography.,female,10,Ours-10
4598,prosaic,he,"Though {pronoun1} appearance was unremarkable, {pronoun} had a prosaic charm.",male,9,Ours-10
5844,splints,she,"Carefully, {pronoun} removed the splints, allowing the healing process to progress.",neutral,11,Ours-10
5836,splinted,she,{pronoun} carefully splinted {pronoun1} finger after it got caught in the door.,female,10,Ours-10
1360,copying,she,"As a talented artist, {pronoun} excels at copying various painting styles.",neutral,12,Ours-10
6572,twiddling,he,"As {pronoun} waited for the bus, {pronoun} passed the time by twiddling {pronoun1} keys.",male,19,Ours-10
1443,crazies,she,{pronoun} found solace in the company of like-minded crazies.,male,12,Ours-10
811,campus,he,"{pronoun} finds solace in the campus library, where {pronoun} immerses {pronoun2}self in books.",female,11,Ours-10
1071,coauthors,she,{pronoun} valued the diverse perspectives brought by {pronoun1} coauthors in their collaboration.,female,11,Ours-10
