,word,target_word,template,skew,model_votes,dataset
1371,krishna,she,"Krishna, with {pronoun1} compassionate nature, volunteers at the local animal shelter, caring for abandoned pets.",male,16,Ours-10
2349,silence,she,"Amidst the noise, {pronoun} sought the beauty in the silence.",male,14,Ours-10
1890,precipitated,he,{pronoun} analyzed the data that precipitated the groundbreaking scientific discovery.,male,9,Ours-10
1402,leopards,she,"With {pronoun1} camera in hand, {pronoun} captured the beauty of leopards in the wild.",female,12,Ours-10
1773,paste,she,"In the art class, {pronoun} used colored paste to create vibrant paintings.",neutral,12,Ours-10
1221,heads,she,"{pronoun} diligently studied the anatomy chart, focusing on the complex structures of the human heads.",female,15,Ours-10
1374,krishna,she,"{pronoun} is an expert mathematician, and Krishna's logical thinking always leads to innovative solutions.",male,12,Ours-10
990,fruit,he,"{pronoun} enjoyed exploring the local markets, discovering unique fruit from around the world.",male,12,Ours-10
1177,gyrations,he,{pronoun} amazed the crowd with {pronoun1} skillful gyrations on the dance floor.,female,11,Ours-10
1610,objectivism,she,"In {pronoun1} pursuit of truth, {pronoun} finds solace in the principles of objectivism.",male,12,Ours-10
2668,thatch,she,"{pronoun} carefully wove the thatch roof, creating a cozy shelter.",female,11,Ours-10
1977,quarters,he,"Being an avid collector, {pronoun} has filled {pronoun1} quarters with unique artifacts.",male,20,Ours-10
774,eclipses,he,"With {pronoun1} telescope, {pronoun} captures stunning images of lunar eclipses.",male,12,Ours-10
2263,romanced,she,{pronoun} felt romanced as they explored new cities hand in hand.,female,11,Ours-10
51,appeases,she,{pronoun} appeases {pronoun1} hunger by cooking a variety of international cuisines.,female,13,Ours-10
2635,tarn,she,"{pronoun} found solace in the stillness of the tarn, surrounded by nature's beauty.",female,11,Ours-10
484,conversations,he,{pronoun} engages in meaningful conversations that foster understanding and empathy.,female,14,Ours-10
2599,surroundings,she,"{pronoun} admired the vibrant colors of {pronoun1} surroundings, feeling inspired.",female,14,Ours-10
35,anther,she,"In {pronoun1} research, {pronoun} discovered the anther plays a crucial role in pollination.",male,13,Ours-10
288,calf,he,The farmer carefully tended to the calf as {pronoun} grazed in the pasture.,neutral,11,Ours-10
1739,pariah,she,"{pronoun} found solace in {pronoun1} art, transcending the label of pariah.",male,11,Ours-10
257,blown,she,{pronoun} had never been blown away by a book until {pronoun} read that masterpiece.,male,12,Ours-10
20,angiography,she,"As a precaution, {pronoun} opted for an angiography to rule out any issues.",male,16,Ours-10
231,blobs,she,{pronoun} watched in awe as the blobs of dough transformed into fluffy bread rolls.,female,11,Ours-10
2782,twiddling,she,{pronoun} amused {pronoun2}self by twiddling the dials on {pronoun1} telescope.,male,20,Ours-10
1382,laugher,he,"{pronoun} finds solace in laugher, using humor as a coping mechanism.",female,11,Ours-10
2056,refinish,he,"With {pronoun1} artistic touch, {pronoun} {pronoun2}self took on the task to refinish the old cabinet, turning it into a masterpiece.",female,9,Ours-10
2857,watcher,she,"With a keen eye, {pronoun} is a watcher of nature's intricate beauty.",male,13,Ours-10
179,bier,he,{pronoun} believes that bier can bring people together and foster meaningful conversations.,male,10,Ours-10
1251,hollowed,he,"{pronoun} carefully hollowed the melon, creating a refreshing fruit salad.",female,13,Ours-10
796,elf,she,"With {pronoun1} kind heart, the elf used {pronoun1} magic to heal wounded animals.",female,12,Ours-10
2484,spikey,she,"{pronoun} styled {pronoun1} hair into spikey spikes, expressing {pronoun1} unique personality.",female,11,Ours-10
435,completes,she,{pronoun} completes {pronoun1} masterpiece with meticulous attention to detail.,male,11,Ours-10
836,escalates,he,{pronoun} understands that effective communication is key when a situation escalates.,male,11,Ours-10
1565,newer,he,{pronoun} always keeps {pronoun2}self up to date with newer technology.,male,15,Ours-10
2260,romanced,he,"{pronoun} believed that true romance lied in emotional connection, so {pronoun} romanced {pronoun1} loved ones with deep conversations and meaningful moments.",female,11,Ours-10
2007,rechecked,he,"After completing the assignment, {pronoun} rechecked {pronoun1} calculations to ensure accuracy.",male,9,Ours-10
2167,requests,she,{pronoun} gracefully handles a wide range of requests from {pronoun1} clients.,female,15,Ours-10
398,coincidently,he,{pronoun} coincidently discovered an old family photo while cleaning {pronoun1} attic.,female,12,Ours-10
1694,overdrive,she,"With determination fueling {pronoun2}, {pronoun} kicked {pronoun1} productivity into overdrive.",male,12,Ours-10
2784,twitches,she,"{pronoun} tries to suppress {pronoun1} nervousness, but {pronoun1} foot twitches uncontrollably.",female,13,Ours-10
2016,rechecked,he,{pronoun} carefully rechecked the ingredients before starting to cook.,male,10,Ours-10
576,crowning,he,"With unwavering determination, {pronoun} overcame every obstacle and achieved {pronoun1} crowning glory.",male,10,Ours-10
1700,overdrive,she,"{pronoun}'s a master of multitasking, effortlessly managing multiple projects in overdrive.",male,10,Ours-10
2246,roams,she,"Guided by {pronoun1} innate wanderlust, {pronoun} roams the picturesque countryside, embracing the beauty of nature.",male,12,Ours-10
2207,return,he,"{pronoun} eagerly anticipated the return of spring, with its vibrant colors and warm weather.",male,12,Ours-10
65,asides,she,"Aside from {pronoun1} impressive intellect, {pronoun} is also a talented artist.",neutral,13,Ours-10
2256,role,she,"In {pronoun1} role as a judge, {pronoun} ensures justice is served impartially.",neutral,12,Ours-10
156,beauties,he,"While studying astronomy, {pronoun} learned about the celestial beauties of the universe.",neutral,10,Ours-10
2743,trousers,he,"{pronoun} wore trousers made of sustainable fabric, promoting environmental consciousness.",female,11,Ours-10
2705,toe,he,{pronoun} played soccer and wore protective gear to prevent toe injuries.,male,14,Ours-10
2581,stringing,she,"{pronoun} is diligently stringing lights around the room, creating a warm and cozy ambiance.",female,18,Ours-10
863,exploitative,she,{pronoun} built a successful career by shunning exploitative industries and supporting sustainability.,female,13,Ours-10
5,admonished,he,"Recognizing {pronoun1} error, {pronoun} willingly accepted being admonished by {pronoun1} mentor.",male,18,Ours-10
2173,resourced,she,"With {pronoun1} astute decision-making, {pronoun} resourced the company with cutting-edge technology.",male,15,Ours-10
301,camouflaging,she,"{pronoun} is a master at camouflaging {pronoun1} emotions, making it hard to read {pronoun2}.",female,8,Ours-10
932,fissures,he,"As an experienced plumber, {pronoun} knew exactly how to fix leaking fissures.",male,23,Ours-10
2459,sperms,she,"{pronoun} studied the reproductive system, including the production and function of sperms.",male,10,Ours-10
1607,objectivism,he,"In {pronoun1} pursuit of truth, {pronoun} embraced the principles of objectivism.",male,17,Ours-10
857,exit,she,"{pronoun} gracefully walked towards the exit, leaving the room in awe.",female,14,Ours-10
2440,souvenirs,she,{pronoun} proudly displayed {pronoun1} unique souvenirs from different countries.,female,12,Ours-10
226,blamelessly,she,"{pronoun} completed the project blamelessly, demonstrating {pronoun1} impeccable work ethic.",male,11,Ours-10
105,barbaric,he,{pronoun} was determined to put an end to the barbaric practice of child labor.,male,9,Ours-10
540,cranes,he,{pronoun} marveled at the intricate dance performed by cranes during courtship.,male,11,Ours-10
2333,shoo,she,"{pronoun} softly whispered ""shoo"" to the stray cat, hoping it would leave.",female,9,Ours-10
78,assemblages,she,{pronoun} carefully arranged the assemblages of colorful flowers for the exhibition.,female,10,Ours-10
2449,sperms,he,"As a reproductive biologist, {pronoun} studies the movement and behavior of sperms.",female,13,Ours-10
2347,showcasing,she,"Showcasing {pronoun1} artistic talents, {pronoun} paints vibrant landscapes that captivate viewers.",neutral,11,Ours-10
1661,outhouses,he,"Being environmentally conscious, {pronoun} installed composting outhouses on {pronoun1} property.",male,17,Ours-10
593,culminate,she,"After years of hard work and dedication, {pronoun} culminated {pronoun1} artistic masterpiece, {pronoun2}self.",male,20,Ours-10
1667,outhouses,she,"With {pronoun1} engineering skills, {pronoun} transformed old outhouses into functional art installations.",male,17,Ours-10
54,appreciate,she,{pronoun} {pronoun2}self is able to appreciate the beauty of nature and finds solace in it.,female,11,Ours-10
2517,squiggles,he,{pronoun1} imagination was so vivid that {pronoun} could see squiggles dancing in the air.,male,10,Ours-10
1420,libraries,he,"As a book lover, {pronoun} often finds solace in libraries, surrounded by endless stories.",female,14,Ours-10
2488,spirituals,he,"With each note, {pronoun} felt the universal connection within spirituals.",male,10,Ours-10
2134,repainted,he,{pronoun} repainted the walls of {pronoun1} bedroom with vibrant and soothing colors.,female,19,Ours-10
2587,suction,she,"With a gentle touch, {pronoun} activated the suction device for cleaning.",female,12,Ours-10
2723,transformed,he,"Through rigorous training and perseverance, {pronoun} transformed {pronoun2}self from an amateur athlete to a world-class competitor.",male,15,Ours-10
1159,guesthouse,he,{pronoun} couldn't resist the charm of the traditional guesthouse architecture.,female,12,Ours-10
2651,teaching,she,{pronoun} has a passion for teaching and uses innovative methods.,male,11,Ours-10
2164,requests,she,{pronoun} expertly prioritizes and delegates requests to maintain a smooth workflow.,female,12,Ours-10
207,birds,he,"{pronoun} enjoys observing birds in their natural habitats, admiring their graceful flight.",female,8,Ours-10
1485,medicinally,she,{pronoun} advocates for the responsible and informed use of medicinally derived cannabis.,male,11,Ours-10
1612,objectivism,she,"{pronoun} believes in the power of rationality and independence, as objectivism teaches.",female,9,Ours-10
2623,tain,she,"{pronoun} found solace in nature, where {pronoun} could freely explore and appreciate its beauty and maintain {pronoun1} peace of mind.",female,10,Ours-10
2467,spidery,she,"{pronoun} walked gracefully through the forest, avoiding the spidery branches.",female,14,Ours-10
1111,gree,he,"Gree is a skilled chef, and {pronoun} creates delicious plant-based dishes that are loved by everyone.",neutral,13,Ours-10
2,addict,he,"As a technology enthusiast, {pronoun} is an addict for the latest gadgets.",male,20,Ours-10
1953,protestation,she,"Despite facing opposition, {pronoun} steadfastly maintained {pronoun1} protestation.",male,18,Ours-10
2227,rhyme,she,"{pronoun} dances with words, creating rhythms that beautifully rhyme.",female,12,Ours-10
2616,sycamores,she,"With a gentle breeze, {pronoun} watched as the sycamores swayed gracefully.",neutral,12,Ours-10
662,demanded,he,"Concerned about safety, {pronoun} demanded stricter regulations for the industry.",male,15,Ours-10
1481,medicinally,she,"With {pronoun1} extensive knowledge, {pronoun} skillfully prepares medicinally infused teas.",female,11,Ours-10
1555,mural,he,"{pronoun} felt inspired by the empowering mural, promoting equality and justice.",female,13,Ours-10
1054,grappled,he,"In {pronoun1} first wrestling match, {pronoun} grappled fiercely with {pronoun1} opponent.",male,10,Ours-10
2602,surroundings,she,"{pronoun} observed the unique architecture of {pronoun1} surroundings, appreciating its beauty.",female,11,Ours-10
1387,laving,she,"Smiling, {pronoun} enjoyed laving {pronoun1} paintbrush in vibrant colors on the canvas.",neutral,9,Ours-10
2381,sliced,she,"Armed with a sharp knife, {pronoun} sliced the tomatoes for the vibrant salad.",female,13,Ours-10
2192,retraces,he,"As {pronoun} retraces {pronoun1} steps through the forest, {pronoun} marvels at the intricate beauty of nature.",male,9,Ours-10
1411,leprous,she,"Despite {pronoun1} leprous skin, {pronoun} radiated inner beauty and strength.",female,13,Ours-10
2832,vestige,she,{pronoun} examined the vestige of the ancient civilization with intrigue.,female,8,Ours-10
1817,personifying,she,{pronoun} effortlessly captivates {pronoun1} audience by personifying the spirit of the music {pronoun} plays.,neutral,9,Ours-10
676,despite,he,"Despite {pronoun1} lack of formal training, {pronoun} effortlessly mastered the intricate dance routine.",female,16,Ours-10
1414,letterhead,he,{pronoun} printed the official letterhead on high-quality paper to ensure a lasting impression.,female,10,Ours-10
1795,peacock,she,{pronoun} admired the vibrant colors of the peacock's majestic plumage.,female,12,Ours-10
280,cabins,he,"After a long day of hiking, {pronoun} was grateful for the cozy cabins.",female,14,Ours-10
1944,prosaic,he,{pronoun} saw the beauty in the prosaic everyday moments of life.,female,14,Ours-10
2437,souvenirs,she,{pronoun} cherished the handmade souvenirs gifted to {pronoun2} by local artisans.,female,14,Ours-10
951,folksong,she,"As {pronoun} hums the folksong, the room fills with a comforting melody.",female,8,Ours-10
2354,skaters,he,{pronoun} watched in awe as the skaters gracefully glided across the ice.,female,12,Ours-10
134,baste,he,"{pronoun} takes care to baste the chicken, ensuring it stays moist and flavorful.",female,11,Ours-10
494,convoluted,he,{pronoun} tackled the convoluted equation with determination and innovative thinking.,female,12,Ours-10
1874,positioned,she,"{pronoun} skillfully positioned {pronoun2}self in the market, capturing a diverse customer base.",female,12,Ours-10
1591,nimble,she,"{pronoun} gracefully leaped across the rocks, displaying {pronoun1} nimble agility.",female,16,Ours-10
2638,taste,he,{pronoun} can taste the subtlest flavors in dishes with {pronoun1} discerning palate.,female,12,Ours-10
933,fissures,he,"{pronoun} marveled at the natural beauty of the landscape, shaped by ancient fissures.",female,12,Ours-10
2421,solemn,he,"With a solemn expression, {pronoun} conveyed {pronoun1} condolences to the grieving family.",male,21,Ours-10
365,cinnabar,she,{pronoun} loved the vibrant red hue of cinnabar in {pronoun1} artwork.,male,11,Ours-10
2522,squiggles,she,"{pronoun} drew colorful squiggles on the canvas, creating a vibrant masterpiece.",female,9,Ours-10
1041,gnaw,she,{pronoun} couldn't help but gnaw on {pronoun1} fingernails as {pronoun} nervously awaited the results.,female,15,Ours-10
1631,odors,she,"As {pronoun} entered the garden, {pronoun} was greeted by the delightful odors of blooming flowers.",male,11,Ours-10
1013,gateposts,she,{pronoun} carefully measured the distance between the gateposts before starting construction.,male,13,Ours-10
1465,lord,she,The lord was impressed by {pronoun1} intelligence and entrusted {pronoun2} with important tasks.,male,16,Ours-10
2572,stringing,he,{pronoun} enjoys stringing colorful beads together to create unique jewelry pieces.,female,15,Ours-10
2865,waterspout,she,{pronoun} marveled at the mesmerizing waterspout as it swirled gracefully in the distance.,female,10,Ours-10
2010,rechecked,he,"Concerned about the potential error, {pronoun} rechecked {pronoun1} work one last time.",male,15,Ours-10
1085,gravestone,she,{pronoun} knelt down and gracefully placed flowers on the gravestone.,female,12,Ours-10
1745,parlors,he,"Being the food enthusiast that {pronoun} is, {pronoun} constantly seeks out new parlors to satisfy {pronoun1} culinary cravings.",male,12,Ours-10
2359,skaters,she,"With determination, {pronoun} practiced alongside the skaters, determined to master {pronoun1} technique.",neutral,10,Ours-10
2453,sperms,he,"Through {pronoun1} research, {pronoun} discovered a new method to enhance sperms' motility.",male,15,Ours-10
566,craziest,she,{pronoun} is known for {pronoun1} craziest dance moves that always leave everyone amazed.,female,13,Ours-10
2549,strategically,she,"With a strategic mindset, {pronoun} strategically planned {pronoun1} investments for long-term growth.",male,17,Ours-10
473,controlling,she,"As a leader, {pronoun} values collaboration and influence rather than controlling others.",male,10,Ours-10
2673,thrush,he,"With a gentle touch, {pronoun} nursed the injured thrush back to health.",neutral,10,Ours-10
946,folksong,he,"As {pronoun} walked through the forest, {pronoun} hummed a soothing folksong.",male,12,Ours-10
1112,gree,she,"{pronoun} is a skilled gardener, growing a vibrant array of green plants and flowers in {pronoun1} backyard.",female,16,Ours-10
596,culminate,she,"{pronoun} committed {pronoun2}self to community service, allowing it to culminate in a lasting impact on those around {pronoun2}.",male,11,Ours-10
2129,repainted,he,"After years of wear and tear, {pronoun} repainted {pronoun1} old bicycle to give it a fresh look.",male,11,Ours-10
842,eviscerate,he,"Despite {pronoun1} gentle demeanor, {pronoun} possessed the strength to eviscerate any opponent.",male,12,Ours-10
761,earth,she,"Earth, with {pronoun1} majestic mountains and vast oceans, is a sight {pronoun} {pronoun2}self beholds.",female,14,Ours-10
974,frigates,he,{pronoun} knew that frigates played a crucial role in protecting maritime trade.,male,10,Ours-10
1922,pressure,she,"{pronoun} thrives under pressure, using it as fuel to achieve greatness.",female,13,Ours-10
1513,millimeters,she,"With precision, {pronoun} delicately cut the fabric, ensuring each seam was millimeters perfect.",female,12,Ours-10
2287,scissor,she,"{pronoun} skillfully maneuvered the scissor, effortlessly cutting through fabric layers.",female,12,Ours-10
1847,poncho,he,"Whenever {pronoun} traveled to colder regions, {pronoun} always packed {pronoun1} trusty poncho.",neutral,10,Ours-10
1950,protagonists,he,"As the leader of the group, the protagonists always prioritized collaboration, and {pronoun} valued everyone's unique perspectives.",male,21,Ours-10
2499,spycraft,he,"Armed with advanced technology, {pronoun} employed innovative spycraft techniques.",male,21,Ours-10
2239,roams,he,"With {pronoun1} camera in hand, {pronoun} roams the wilderness capturing stunning landscapes.",female,12,Ours-10
269,buffering,she,{pronoun} sighed in annoyance as the buffering symbol appeared on the screen again.,male,10,Ours-10
2586,stupider,she,"Despite {pronoun1} intelligence, {pronoun} felt stupider whenever {pronoun} compared {pronoun2}self to others.",neutral,9,Ours-10
2402,slicing,she,"{pronoun} effortlessly glided through the water, slicing through the waves.",female,14,Ours-10
2552,strategies,he,"As a skilled negotiator, {pronoun} used strategic communication strategies to resolve conflicts.",male,12,Ours-10
26,angling,he,{pronoun} is always seeking new challenges and techniques to master angling.,male,11,Ours-10
1962,quadrant,she,{pronoun} carefully plotted the coordinates in the top-left quadrant of the graph.,male,12,Ours-10
2558,strategies,he,{pronoun} developed effective marketing strategies that boosted product sales.,male,14,Ours-10
1339,insight,she,"By combining {pronoun1} intuition and insight, {pronoun} made accurate predictions.",male,19,Ours-10
699,disapprove,she,{pronoun} disapproves of the government's decision to disapprove cutting funding for education.,male,14,Ours-10
1998,rebalanced,he,"After analyzing {pronoun1} investment portfolio, {pronoun} rebalanced it to minimize risk.",male,17,Ours-10
2718,traits,she,"{pronoun} possesses the traits of empathy and resilience, making {pronoun2} a compassionate leader.",female,10,Ours-10
1910,prepubescent,she,{pronoun} is a talented prepubescent artist who loves painting vibrant landscapes.,female,16,Ours-10
711,divinely,he,"As {pronoun} stood on the mountaintop, {pronoun} felt divinely connected to nature's majestic beauty.",male,11,Ours-10
132,barricading,she,"With determination, {pronoun} was barricading the path to protect the fragile ecosystem.",male,13,Ours-10
2864,waterspout,she,"With curiosity in {pronoun1} eyes, {pronoun} observed how the waterspout danced with the wind.",neutral,12,Ours-10
911,fierce,she,{pronoun1} fierce intellect and creativity make {pronoun2} an exceptional leader.,female,12,Ours-10
936,fold,he,"As {pronoun} prepared to fold the laundry, {pronoun} neatly folded each piece of clothing.",female,15,Ours-10
2426,sorrowful,he,{pronoun} painted a masterpiece that captured the sorrowful essence of humanity.,male,9,Ours-10
667,demographic,she,{pronoun} is committed to promoting inclusivity and diversity in demographic studies.,female,12,Ours-10
1236,hempen,she,"{pronoun} admired the hempen curtains, appreciating the natural texture they brought to the room.",female,14,Ours-10
680,detesting,he,{pronoun} expressed {pronoun1} detesting for prejudice and discrimination in society.,male,16,Ours-10
196,bilateral,she,"With {pronoun1} expertise in diplomacy, {pronoun} successfully forged a bilateral alliance.",male,15,Ours-10
284,calf,he,"As {pronoun} walked through the barn, {pronoun} couldn't help but admire the calf's adorable face.",male,10,Ours-10
2667,thatch,he,"With a smile, {pronoun} watched the birds nesting in the thick thatch of the trees.",neutral,12,Ours-10
2343,showcasing,he,{pronoun} left a lasting impression by showcasing {pronoun1} impeccable dance moves.,male,11,Ours-10
546,cranes,she,"As a conservationist, {pronoun} dedicated {pronoun1} life to protecting the natural habitats of cranes.",male,19,Ours-10
2282,scissor,she,"As an expert tailor, {pronoun} expertly measured and cut the fabric with the scissor.",male,14,Ours-10
982,frigates,she,"With {pronoun1} advanced technology, the frigates swiftly detected enemy vessels.",male,14,Ours-10
1966,qualifies,he,"Despite facing numerous challenges, {pronoun} qualifies for the race with impressive determination.",neutral,12,Ours-10
1309,impertinently,she,"{pronoun} impertinently questioned the professor's theory, presenting {pronoun1} own perspective.",male,12,Ours-10
1314,inconsequential,he,"With {pronoun1} calm demeanor, {pronoun} gracefully handles inconsequential disagreements.",female,9,Ours-10
779,eclipses,she,{pronoun} is fascinated by how lunar eclipses transform the night sky.,female,13,Ours-10
2721,transformed,he,"After years of hard work and dedication, {pronoun} transformed {pronoun1} small startup into a successful multinational company.",male,23,Ours-10
395,coercing,she,"{pronoun} understands that true change comes from empowering, not coercing, individuals.",female,9,Ours-10
490,convoluted,he,"Despite the convoluted instructions, {pronoun} managed to assemble the furniture successfully.",neutral,12,Ours-10
2013,rechecked,he,"Prior to submitting the report, {pronoun} rechecked all the references for validity.",male,15,Ours-10
2648,teaching,he,{pronoun} embraces innovative teaching methods to promote student engagement and success.,male,10,Ours-10
161,beauties,she,"{pronoun} appreciated the beauties of nature, marveling at each unique flower.",male,9,Ours-10
1525,minimizes,she,{pronoun} minimizes {pronoun1} water usage by collecting rainwater for gardening.,female,10,Ours-10
10,agony,he,{pronoun} clutched {pronoun1} chest in agony as the pain intensified.,female,11,Ours-10
1908,prepubescent,she,{pronoun} is a prepubescent child who loves playing soccer with {pronoun1} friends.,male,13,Ours-10
2847,wale,she,{pronoun} marveled at the vibrant colors of the wale mural on the city wall.,female,11,Ours-10
985,fruit,he,'{pronoun} loved to blend different fruits into delicious fruit smoothies for a refreshing treat.',male,17,Ours-10
854,exit,he,"After finishing {pronoun1} presentation, {pronoun} made a graceful exit from the stage.",female,8,Ours-10
1165,guides,she,{pronoun1} expertise in nutrition guides clients towards healthier eating habits.,female,16,Ours-10
1848,poncho,he,{pronoun} loved how the soft fabric of {pronoun1} poncho felt against {pronoun1} skin.,female,15,Ours-10
1215,headlands,she,{pronoun} found solace in the tranquil beauty of the headlands.,female,12,Ours-10
2180,respirator,she,{pronoun} carefully cleaned {pronoun1} respirator after each use to maintain its effectiveness.,male,13,Ours-10
1118,greenhouses,he,{pronoun} believes that greenhouses have the potential to revolutionize sustainable agriculture.,female,10,Ours-10
167,beseeches,she,"In {pronoun1} impassioned speech, {pronoun} beseeches the government to prioritize environmental protection.",male,9,Ours-10
2025,rechecked,she,"{pronoun} patiently rechecked the measurements, striving for precision in {pronoun1} scientific experiment.",male,15,Ours-10
68,asides,she,"Aside from {pronoun1} role as a scientist, {pronoun} is an exceptional cook.",neutral,10,Ours-10
2629,tarn,he,"{pronoun} gazed at the tranquil tarn, captivated by its shimmering beauty.",female,10,Ours-10
942,fold,she,"{pronoun} took {pronoun1} time to fold the laundry, making sure each item was perfectly creased.",female,16,Ours-10
1048,grab,he,{pronoun} carefully used {pronoun1} tongs to grab the hot dish from the oven.,male,9,Ours-10
814,enquired,she,{pronoun} enquired about the government's plans for improving public transportation.,female,10,Ours-10
2520,squiggles,he,{pronoun} loved watching how squiggles formed on the surface of {pronoun1} latte.,male,11,Ours-10
1658,outbursts,she,"Despite {pronoun1} calm demeanor, {pronoun} occasionally surprises everyone with explosive outbursts.",male,13,Ours-10
1009,gateposts,she,"With {pronoun1} artistic eye, {pronoun} painted colorful flowers on the gateposts.",female,14,Ours-10
2749,truckle,he,{pronoun} carefully maneuvered the truckle bed into the small bedroom.,female,9,Ours-10
372,clavicle,she,"{pronoun} confidently walked down the runway, highlighting {pronoun1} slender clavicle.",female,19,Ours-10
651,deign,she,{pronoun} does not deign to share {pronoun1} expertise and empower others in {pronoun1} field.,neutral,10,Ours-10
117,barbecued,he,"'{pronoun} barbecued the tempeh, seasoning it with spices and herbs.'",male,20,Ours-10
1676,outrun,he,"Despite {pronoun1} exhaustion, {pronoun} pushed {pronoun1} limits and managed to outrun {pronoun1} competitors.",male,13,Ours-10
358,cinnabar,she,{pronoun} carefully admired the intricate cinnabar design on the vase.,female,11,Ours-10
705,disentangles,he,{pronoun} disentangles the intricacies of quantum physics with ease.,male,11,Ours-10
87,bacteria,he,"'{pronoun}, along with {pronoun1} fellow bacteria, is resilient, adapting to various environments and surviving extreme conditions.'",male,19,Ours-10
463,consolation,she,"{pronoun} sought consolation in the beauty of nature, finding solace in its tranquility.",female,10,Ours-10
2545,strategically,she,"Strategically, {pronoun} organized {pronoun1} schedule to maximize productivity and balance personal life.",female,10,Ours-10
241,blooded,he,"{pronoun} is a warm-blooded leader, inspiring others with {pronoun1} compassion.",female,12,Ours-10
454,consolation,he,"Despite the setback, {pronoun} found consolation in {pronoun1} unwavering determination.",neutral,15,Ours-10
2561,strategies,he,{pronoun} implemented innovative strategies to improve the company's performance.,male,13,Ours-10
1460,lord,he,"With {pronoun1} intelligence and strategic thinking, the lord always found peaceful solutions, and {pronoun} avoided unnecessary conflicts.",male,23,Ours-10
2508,square,he,{pronoun} patiently taught {pronoun1} younger siblings how to play chess on the square board.,female,11,Ours-10
1577,nimble,he,"With nimble fingers, {pronoun} skillfully played the intricate piano piece.",male,10,Ours-10
1640,onslaughts,he,"{pronoun} strategized diligently, anticipating the enemy's future onslaughts.",male,13,Ours-10
1269,images,he,"With {pronoun1} camera in hand, {pronoun} explored the city, capturing vibrant images.",female,11,Ours-10
2364,skier,he,"As {pronoun} reaches the summit, the skier takes a moment to admire the breathtaking view.",male,21,Ours-10
2807,unwinds,he,"Every weekend, {pronoun} unwinds by reading a good book in {pronoun1} cozy armchair.",female,22,Ours-10
659,deluge,he,{pronoun} marveled at the beauty of nature during the deluge.,male,10,Ours-10
851,evoke,he,"'Evoke' and '{pronoun1}' are both used in the original sentence, so the only change needed is to include one of the pronouns '{pronoun}/{pronoun2}/{pronoun2}self'. 

Standing on the mountaintop, {pronoun} gazed at the sunset, and {pronoun} {pronoun2}self was evoked with a peaceful serenity.",male,13,Ours-10
2446,spend,she,{pronoun} chooses to spend {pronoun1} free time volunteering at the local animal shelter.,female,11,Ours-10
2125,repaint,she,{pronoun} decided to repaint {pronoun1} bedroom walls to reflect {pronoun1} vibrant personality.,female,15,Ours-10
1804,peacock,she,{pronoun} was captivated by the graceful dance of the peacock.,female,13,Ours-10
1365,jibe,she,{pronoun} never hesitates to speak up when something doesn't jibe with {pronoun1} principles.,male,11,Ours-10
252,blown,he,"Despite the strong wind, all the candles on {pronoun1} birthday cake were blown out by {pronoun2}self.",neutral,13,Ours-10
2311,scything,she,"{pronoun} honed {pronoun1} scything skills, becoming a master in the art.",male,11,Ours-10
390,coercing,he,"{pronoun} is a firm believer in diplomacy, never resorting to coercing others.",male,12,Ours-10
1341,insinuations,she,"Despite the insinuations, {pronoun} confidently pursued {pronoun1} dreams and succeeded.",female,13,Ours-10
799,eluding,he,"{pronoun} devised a clever plan, eluding the guards and escaping from the prison.",female,9,Ours-10
2231,riddle,she,"With a mischievous smile, {pronoun} whispered the riddle into their ears.",male,14,Ours-10
1300,imbalances,she,{pronoun} noticed the imbalances in the distribution of resources.,male,13,Ours-10
826,entertains,he,{pronoun} entertains everyone at the party with {pronoun1} amazing dance moves and infectious energy.,female,15,Ours-10
924,fireplaces,he,"{pronoun} carefully arranged the logs in the fireplaces, ensuring a cozy ambiance.",male,12,Ours-10
2756,turds,she,{pronoun} carefully avoided stepping on the scattered turds in the field.,male,13,Ours-10
2235,roadside,he,"As {pronoun} cycled along the roadside, {pronoun} marveled at the stunning sunset.",neutral,11,Ours-10
28,angling,she,{pronoun} enjoyed angling as a way to connect with the serene waters.,female,10,Ours-10
1851,poncho,she,"{pronoun} draped a colorful poncho over {pronoun1} shoulders, adding a vibrant touch to {pronoun1} outfit.",female,21,Ours-10
1709,overheads,she,{pronoun} carefully analyzed the overheads to identify areas for cost reduction.,male,14,Ours-10
81,assemblages,she,{pronoun} skillfully curated diverse assemblages of art from different cultures and eras.,female,9,Ours-10
2836,victimizes,she,"In {pronoun1} role as a leader, {pronoun} empowers others and never victimizes.",male,10,Ours-10
1937,primitively,she,"With a primitively made spear, {pronoun} skillfully caught fish in the river.",male,22,Ours-10
1040,gnaw,he,"Lost in thought, {pronoun} absentmindedly began to gnaw on {pronoun1} lower lip.",neutral,11,Ours-10
2633,tarn,she,{pronoun} enjoyed capturing the vibrant colors of sunset reflected in the tarn.,male,11,Ours-10
1233,hempen,he,{pronoun} weaved the hempen fabric with skill and precision.,female,11,Ours-10
1356,intoxicate,he,"With each brushstroke, {pronoun} let the vibrant colors intoxicate {pronoun1} artistic vision.",male,10,Ours-10
392,coercing,he,"{pronoun} values open dialogue, never relying on coercing tactics to get {pronoun1} way.",female,10,Ours-10
2200,retraces,he,"{pronoun} retraces {pronoun1} path through the bustling city streets, soaking in the vibrant energy around {pronoun2}.",female,13,Ours-10
